Player,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Ben Cabango,DF,24,2000,45,45,4032,44.8,2,1,3,2,0,0,9,0,2.6,2.6,0.7,3.2,31,214,13,0.04,0.02,0.07,0.04,0.07,0.06,0.01,0.07,0.06,0.07
Tyrese Campbell,FW,24,1999,33,20,1580,17.6,10,1,11,10,0,0,2,0,8.2,8.2,2.7,10.8,34,24,113,0.57,0.06,0.63,0.57,0.63,0.47,0.15,0.62,0.47,0.62
Thomas Cannon,FW,21,2002,22,22,1857,20.6,9,1,10,6,3,4,3,0,9.0,5.8,0.9,6.7,14,18,78,0.44,0.05,0.48,0.29,0.34,0.44,0.04,0.48,0.28,0.33
Thomas Cannon,FW,21,2002,15,7,682,7.6,1,1,2,1,0,0,0,0,1.7,1.7,1.1,2.8,5,3,36,0.13,0.13,0.26,0.13,0.26,0.22,0.15,0.37,0.22,0.37
Todd Cantwell,"MF,FW",26,1998,37,27,2479,27.5,3,7,10,1,2,2,6,0,4.3,2.7,7.0,9.7,57,135,127,0.11,0.25,0.36,0.04,0.29,0.16,0.25,0.41,0.10,0.35
Theo Carroll,MF,17,2007,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hayden Carter,DF,24,1999,16,16,1363,15.1,0,1,1,0,0,0,5,0,0.5,0.5,0.8,1.3,14,42,27,0.00,0.07,0.07,0.00,0.07,0.03,0.05,0.08,0.03,0.08
Player,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Eiran Cashin,DF,22,2001,21,21,1786,19.8,1,0,1,1,0,0,5,0,1.8,1.8,0.4,2.1,8,57,9,0.05,0.00,0.05,0.05,0.05,0.09,0.02,0.11,0.09,0.11
Žan Celar,FW,25,1999,19,10,944,10.5,2,0,2,2,0,1,1,0,4.2,3.4,0.3,3.6,5,8,36,0.19,0.00,0.19,0.19,0.19,0.40,0.03,0.42,0.32,0.35
Ilias Chair,"MF,FW",26,1997,28,20,1698,18.9,2,6,8,2,0,0,2,0,2.9,2.9,4.5,7.4,53,82,82,0.11,0.32,0.42,0.11,0.42,0.15,0.24,0.39,0.15,0.39
Giorgi Chakvetadze,"MF,FW",24,1999,39,37,3281,36.5,2,6,8,2,0,0,6,0,3.6,3.6,8.1,11.6,209,205,197,0.05,0.16,0.22,0.05,0.22,0.10,0.22,0.32,0.10,0.32
Nathaniel Chalobah,MF,29,1994,16,4,444,4.9,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,5,23,1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
Calum Chambers,"DF,MF",29,1995,41,41,3513,39.0,2,1,3,2,0,0,8,1,1.5,1.5,1.4,2.9,13,162,36,0.05,0.03,0.08,0.05,0.08,0.04,0.04,0.07,0.04,0.07
Samuel Chambers,FW,16,2007,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pierce Charles,GK,19,2005,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Shea Charles,"MF,DF",20,2003,43,42,3631,40.3,1,5,6,1,0,0,10,0,2.0,2.0,4.0,6.0,56,207,66,0.02,0.12,0.15,0.02,0.15,0.05,0.10,0.15,0.05,0.15
Tawanda Chirewa,MF,20,2003,5,1,151,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,7,7,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Tahith Chong,"MF,DF",24,1999,30,24,2026,22.5,2,1,3,2,0,0,5,0,2.3,2.3,1.8,4.2,63,56,119,0.09,0.04,0.13,0.09,0.13,0.10,0.08,0.18,0.10,0.18
Hamza Choudhury,"MF,DF",26,1997,16,13,1105,12.3,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,3,43,10,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Benjamin Chrisene,DF,20,2004,26,12,1150,12.8,1,0,1,1,0,0,2,0,0.9,0.9,1.8,2.7,29,42,51,0.08,0.00,0.08,0.08,0.08,0.07,0.14,0.21,0.07,0.21
Cyrus Christie,DF,31,1992,11,2,282,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,12,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dennis Cirkin,DF,22,2002,36,30,2740,30.4,3,2,5,3,0,0,6,0,2.0,2.0,2.1,4.0,73,127,135,0.10,0.07,0.16,0.10,0.16,0.07,0.07,0.13,0.07,0.13
Ibrahim Cissoko,"FW,MF",21,2003,13,9,661,7.3,3,1,4,3,0,0,2,1,1.5,1.5,0.8,2.3,39,20,74,0.41,0.14,0.54,0.41,0.54,0.20,0.11,0.32,0.20,0.32
Ibrahim Cissoko,"FW,MF",21,2003,5,0,56,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jordan Clark,MF,30,1993,40,37,3235,35.9,6,6,12,6,0,0,10,0,3.3,3.3,6.1,9.4,49,138,94,0.17,0.17,0.33,0.17,0.33,0.09,0.17,0.26,0.09,0.26
Harry Clarke,DF,23,2001,6,6,472,5.2,0,0,0,0,0,0,3,0,0.2,0.2,0.3,0.4,7,21,11,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.09,0.03,0.09
Jack Clarke,FW,23,2000,2,2,179,2.0,1,1,2,1,0,0,0,0,0.1,0.1,1.1,1.2,6,3,13,0.50,0.50,1.01,0.50,1.01,0.05,0.56,0.61,0.05,0.61
Matthew Clarke,DF,27,1996,16,15,1366,15.2,1,0,1,1,0,0,2,0,1.7,1.7,1.8,3.6,3,35,3,0.07,0.00,0.07,0.07,0.07,0.11,0.12,0.24,0.11,0.24
Matthew Clarke,DF,27,1996,14,12,1112,12.4,2,0,2,2,0,0,0,0,0.5,0.5,0.1,0.6,9,46,3,0.16,0.00,0.16,0.16,0.16,0.04,0.01,0.05,0.04,0.05
Jake Clarke-Salter,DF,26,1997,11,8,753,8.4,0,0,0,0,0,0,3,0,0.2,0.2,0.2,0.3,1,23,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
Josh Coburn,MF,21,2002,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Josh Coburn,FW,21,2002,20,14,1218,13.5,5,0,5,5,0,1,0,0,6.2,5.4,1.3,6.7,10,7,51,0.37,0.00,0.37,0.37,0.37,0.46,0.10,0.55,0.40,0.50
Player,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Jack Colback,MF,34,1989,24,16,1449,16.1,1,1,2,1,0,0,8,1,0.5,0.5,0.2,0.7,3,40,18,0.06,0.06,0.12,0.06,0.12,0.03,0.01,0.05,0.03,0.05
Devante Cole,"FW,MF",29,1995,14,0,163,1.8,0,0,0,0,0,0,0,0,0.8,0.8,0.0,0.8,3,4,11,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.47,0.47,0.47
Bradley Collins,GK,27,1997,15,14,1313,14.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
James Collins,"FW,MF",33,1990,17,1,222,2.5,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,1,8,13,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21
Jamilu Collins,DF,29,1994,3,2,165,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,6,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Rubin Colwill,"MF,FW",22,2002,43,24,2522,28.0,1,4,5,1,0,0,3,0,4.0,4.0,4.3,8.4,91,139,167,0.04,0.14,0.18,0.04,0.18,0.14,0.15,0.30,0.14,0.30
Aaron Connolly,"FW,MF",24,2000,10,2,246,2.7,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,0,1,9,0.37,0.00,0.37,0.37,0.37,0.25,0.00,0.25,0.25,0.25
Aaron Connolly,"FW,MF",24,2000,14,6,659,7.3,1,0,1,1,0,1,3,0,1.6,0.8,1.0,1.8,13,16,43,0.14,0.00,0.14,0.14,0.14,0.22,0.14,0.35,0.11,0.25
Tommy Conway,"FW,MF",21,2002,36,27,2357,26.2,13,1,14,11,2,4,1,0,12.3,9.1,1.5,10.6,51,44,208,0.50,0.04,0.53,0.42,0.46,0.47,0.06,0.53,0.35,0.41
Steve Cook,DF,33,1991,31,31,2617,29.1,2,0,2,2,0,0,4,0,1.5,1.5,0.3,1.8,10,62,7,0.07,0.00,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06
Jake Cooper,DF,29,1995,36,36,3195,35.5,3,1,4,3,0,0,4,0,2.7,2.7,0.5,3.2,6,67,15,0.08,0.03,0.11,0.08,0.11,0.08,0.02,0.09,0.08,0.09
Michael Cooper,GK,24,1999,43,43,3870,43.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Oliver Cooper,"MF,FW",24,1999,28,10,1042,11.6,1,1,2,1,0,0,0,0,0.6,0.6,1.7,2.3,29,36,54,0.09,0.09,0.17,0.09,0.17,0.05,0.15,0.20,0.05,0.20
José Cordoba,DF,23,2001,34,24,2103,23.4,1,0,1,1,0,0,4,1,0.7,0.7,0.4,1.1,7,62,4,0.04,0.00,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05
David Cornell,GK,33,1991,10,9,811,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Harry Cornick,"FW,MF",29,1995,3,0,38,0.4,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,4,1,2.37,0.00,2.37,2.37,2.37,1.10,0.00,1.10,1.10,1.10
Lewie Coyle,DF,28,1995,44,42,3717,41.3,1,2,3,1,0,0,6,0,1.0,1.0,3.7,4.7,110,185,110,0.02,0.05,0.07,0.02,0.07,0.03,0.09,0.11,0.03,0.11
Tristan Crama,DF,22,2001,20,18,1634,18.2,0,2,2,0,0,0,1,0,0.9,0.9,2.6,3.6,25,44,69,0.00,0.11,0.11,0.00,0.11,0.05,0.14,0.20,0.05,0.20
Charlie Crew,MF,18,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.49,0.49,0.49
Ante Crnac,FW,20,2003,38,29,2495,27.7,7,4,11,7,0,0,2,0,5.5,5.5,4.7,10.1,37,36,100,0.25,0.14,0.40,0.25,0.40,0.20,0.17,0.37,0.20,0.37
Matt Crooks,"MF,FW",30,1994,18,9,789,8.8,3,0,3,3,0,0,4,1,2.7,2.7,0.5,3.2,11,30,24,0.34,0.00,0.34,0.34,0.34,0.31,0.05,0.36,0.31,0.36
Josh Cullen,MF,28,1996,44,43,3801,42.2,2,3,5,2,0,0,11,0,1.7,1.7,2.6,4.3,23,218,53,0.05,0.07,0.12,0.05,0.12,0.04,0.06,0.10,0.04,0.10
Liam Cullen,"MF,FW",25,1999,42,35,2995,33.3,11,3,14,11,0,0,8,0,8.9,8.9,3.8,12.7,22,74,96,0.33,0.09,0.42,0.33,0.42,0.27,0.11,0.38,0.27,0.38
Jamie Cumming,GK,24,1999,45,45,4050,45.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Luke Cundle,"MF,FW",22,2002,16,13,985,10.9,1,0,1,1,0,0,2,0,0.8,0.8,0.3,1.1,7,41,41,0.09,0.00,0.09,0.09,0.09,0.07,0.03,0.10,0.07,0.10
Player,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Jesper Daland,DF,24,2000,20,16,1427,15.9,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.4,5,30,4,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Owen Dale,"MF,FW",25,1998,11,4,350,3.9,0,0,0,0,0,0,0,0,0.5,0.5,0.8,1.2,12,9,27,0.00,0.00,0.00,0.00,0.00,0.12,0.20,0.32,0.12,0.32
Harry Darling,DF,24,1999,39,38,3335,37.1,5,3,8,5,0,0,4,1,4.2,4.2,1.9,6.1,39,137,8,0.13,0.08,0.22,0.13,0.22,0.11,0.05,0.16,0.11,0.16
Karl Darlow,GK,33,1990,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jay Dasilva,DF,26,1998,31,20,1807,20.1,0,1,1,0,0,0,2,1,0.2,0.2,1.0,1.2,40,89,91,0.00,0.05,0.05,0.00,0.05,0.01,0.05,0.06,0.01,0.06
Adam Davies,GK,32,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Isaak Davies,"FW,MF",22,2001,9,3,287,3.2,2,0,2,2,0,0,1,0,1.6,1.6,0.2,1.8,10,1,33,0.63,0.00,0.63,0.63,0.63,0.50,0.06,0.57,0.50,0.57
Tom Davies,MF,26,1998,13,6,673,7.5,1,1,2,1,0,0,4,0,1.0,1.0,0.2,1.3,13,38,19,0.13,0.13,0.27,0.13,0.27,0.14,0.03,0.17,0.14,0.17
James Debayo,DF,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hannes Delcroix,DF,25,1999,12,10,888,9.9,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.4,4,40,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04
Tom Dele-Bashiru,MF,24,1999,27,25,2064,22.9,4,0,4,1,3,3,0,0,3.8,1.5,0.4,1.8,14,71,19,0.17,0.00,0.17,0.04,0.04,0.17,0.02,0.18,0.06,0.08
Karamoko Dembélé,"FW,MF",21,2003,23,15,1186,13.2,3,4,7,3,0,0,2,0,1.3,1.3,2.7,3.9,26,47,75,0.23,0.30,0.53,0.23,0.53,0.10,0.20,0.30,0.10,0.30
Siriki Dembélé,"FW,MF",27,1996,25,15,1371,15.2,2,1,3,2,0,0,2,0,2.5,2.5,2.2,4.7,42,33,68,0.13,0.07,0.20,0.13,0.20,0.16,0.14,0.31,0.16,0.31
Rav van den Berg,DF,20,2004,27,23,2128,23.6,0,0,0,0,0,0,4,1,0.4,0.4,0.3,0.7,10,104,6,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Emmanuel Dennis,"FW,MF",26,1997,6,1,160,1.8,0,1,1,0,0,0,3,1,0.1,0.1,0.5,0.6,8,11,16,0.00,0.56,0.56,0.00,0.56,0.07,0.30,0.37,0.07,0.37
Terry Devlin,"DF,MF",20,2003,34,13,1562,17.4,0,1,1,0,0,0,2,0,0.3,0.3,0.8,1.1,15,47,33,0.00,0.06,0.06,0.00,0.06,0.02,0.04,0.06,0.02,0.06
Ousmane Diakité,"MF,DF",24,2000,22,9,860,9.6,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,4,26,8,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Grady Diangana,"FW,MF",26,1998,34,14,1494,16.6,4,3,7,4,0,0,1,0,3.6,3.6,2.3,5.9,38,74,98,0.24,0.18,0.42,0.24,0.42,0.22,0.14,0.35,0.22,0.35
Robert Dickie,DF,28,1996,36,35,3121,34.7,2,1,3,2,0,0,5,1,2.4,2.4,0.6,3.0,8,95,1,0.06,0.03,0.09,0.06,0.09,0.07,0.02,0.09,0.07,0.09
Seny Dieng,GK,29,1994,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Anfernee Dijksteel,DF,27,1996,33,27,2525,28.1,2,1,3,2,0,0,5,0,0.4,0.4,1.6,2.1,57,117,77,0.07,0.04,0.11,0.07,0.11,0.02,0.06,0.07,0.02,0.07
Daryl Dike,"FW,MF",24,2000,11,1,227,2.5,1,1,2,1,0,0,1,0,0.7,0.7,1.0,1.7,1,4,10,0.40,0.40,0.79,0.40,0.79,0.29,0.38,0.67,0.29,0.67
Jaden Dixon,"FW,DF",17,2007,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Elijah Dixon-Bonner,"MF,FW",23,2001,3,0,10,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ben Doak,FW,18,2005,24,21,1778,19.8,3,7,10,3,0,0,7,0,4.4,4.4,4.6,9.0,134,56,250,0.15,0.35,0.51,0.15,0.51,0.22,0.23,0.45,0.22,0.45
Player,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Lewis Dobbin,FW,21,2003,10,8,640,7.1,2,0,2,2,0,0,1,0,1.1,1.1,0.6,1.7,20,12,58,0.28,0.00,0.28,0.28,0.28,0.16,0.08,0.24,0.16,0.24
Lewis Dobbin,"FW,MF",21,2003,17,1,340,3.8,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,12,10,25,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.08,0.08,0.08
Tyrhys Dolan,"FW,MF",22,2001,44,40,3175,35.3,7,6,13,6,1,1,12,0,7.3,6.5,4.6,11.0,94,103,221,0.20,0.17,0.37,0.17,0.34,0.21,0.13,0.33,0.18,0.31
Alfie Doughty,"DF,MF",24,1999,26,25,2037,22.6,1,4,5,1,0,0,5,0,0.8,0.8,6.7,7.5,64,80,115,0.04,0.18,0.22,0.04,0.22,0.03,0.30,0.33,0.03,0.33
Mamadou Doumbia,FW,18,2006,19,12,968,10.8,2,0,2,2,0,0,2,0,2.2,2.2,0.3,2.5,8,7,46,0.19,0.00,0.19,0.19,0.19,0.20,0.03,0.23,0.20,0.23
Oliver Dovin,GK,22,2002,28,28,2467,27.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Callum Doyle,DF,20,2003,40,38,3440,38.2,1,7,8,1,0,0,11,0,1.5,1.5,3.8,5.3,36,191,62,0.03,0.18,0.21,0.03,0.21,0.04,0.10,0.14,0.04,0.14
Andre Dozzell,MF,25,1999,39,32,2817,31.3,2,1,3,2,0,0,11,0,2.5,2.5,1.6,4.1,8,85,33,0.06,0.03,0.10,0.06,0.10,0.08,0.05,0.13,0.08,0.13
Cody Drameh,DF,22,2001,28,17,1649,18.3,1,1,2,1,0,0,2,0,0.4,0.4,1.1,1.6,49,91,47,0.05,0.05,0.11,0.05,0.11,0.02,0.06,0.09,0.02,0.09
Amario Duberry,"FW,MF",19,2005,22,6,723,8.0,1,0,1,1,0,0,0,0,1.0,1.0,0.5,1.5,35,26,38,0.12,0.00,0.12,0.12,0.12,0.12,0.07,0.19,0.12,0.19
Shane Duffy,DF,32,1992,45,45,4040,44.9,4,0,4,4,0,0,4,0,3.2,3.2,1.5,4.8,16,119,8,0.09,0.00,0.09,0.09,0.09,0.07,0.03,0.11,0.07,0.11
Jimmy Dunne,DF,26,1997,45,45,4050,45.0,5,2,7,5,0,0,9,0,4.8,4.8,2.6,7.5,56,130,66,0.11,0.04,0.16,0.11,0.16,0.11,0.06,0.17,0.11,0.17
Leonard Duru,DF,19,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pierre Dwomoh,MF,20,2004,9,6,530,5.9,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.8,8,20,7,0.00,0.00,0.00,0.00,0.00,0.09,0.04,0.13,0.09,0.13
Lyndon Dykes,FW,28,1995,1,0,6,0.1,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,15.00,0.00,15.00,15.00,15.00,1.53,0.00,1.53,1.53,1.53
George Earthy,"MF,FW",19,2004,37,11,1457,16.2,3,1,4,3,0,0,3,0,3.5,3.5,1.0,4.5,50,50,126,0.19,0.06,0.25,0.19,0.25,0.22,0.06,0.28,0.22,0.28
Malcolm Ebiowei,MF,20,2003,4,0,68,0.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,4,5,7,0.00,0.00,0.00,0.00,0.00,0.36,0.18,0.54,0.36,0.54
Festy Ebosele,"DF,MF",21,2002,18,7,757,8.4,1,1,2,1,0,0,7,0,0.4,0.4,1.7,2.1,30,28,45,0.12,0.12,0.24,0.12,0.24,0.04,0.20,0.25,0.04,0.25
Josh Eccles,MF,24,2000,39,25,2340,26.0,3,3,6,3,0,0,6,0,2.8,2.8,2.9,5.8,40,143,73,0.12,0.12,0.23,0.12,0.23,0.11,0.11,0.22,0.11,0.22
George Edmundson,DF,26,1997,24,24,2090,23.2,1,0,1,1,0,0,9,0,2.4,2.4,0.1,2.5,17,91,1,0.04,0.00,0.04,0.04,0.04,0.10,0.00,0.11,0.10,0.11
Joe Edwards,DF,33,1990,17,12,1136,12.6,1,1,2,1,0,0,4,1,1.1,1.1,0.4,1.5,8,42,22,0.08,0.08,0.16,0.08,0.16,0.09,0.03,0.12,0.09,0.12
Kyle Edwards,"MF,FW",26,1998,7,1,199,2.2,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.8,19,10,20,0.00,0.45,0.45,0.00,0.45,0.02,0.32,0.34,0.02,0.34
Marcus Edwards,"FW,MF",25,1998,14,12,936,10.4,1,1,2,1,0,0,1,0,1.7,1.7,2.2,3.8,49,50,108,0.10,0.10,0.19,0.10,0.19,0.16,0.21,0.37,0.16,0.37
Ronnie Edwards,"DF,MF",21,2003,21,20,1819,20.2,2,0,2,2,0,0,2,0,1.7,1.7,0.2,1.9,17,46,6,0.10,0.00,0.10,0.10,0.10,0.08,0.01,0.09,0.08,0.09
John Egan,DF,31,1992,7,1,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Player,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
John Egan,DF,31,1992,11,8,730,8.1,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.4,0,14,2,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
CJ Egan-Riley,DF,21,2003,41,40,3601,40.0,1,1,2,1,0,0,7,1,1.0,1.0,0.6,1.7,26,129,9,0.02,0.02,0.05,0.02,0.05,0.03,0.02,0.04,0.03,0.04
Callum Elder,DF,29,1995,29,24,2149,23.9,0,3,3,0,0,0,8,0,0.4,0.4,3.7,4.1,42,89,87,0.00,0.13,0.13,0.00,0.13,0.02,0.15,0.17,0.02,0.17
Aidomo Emakhu,"FW,MF",20,2003,25,6,696,7.7,0,2,2,0,0,0,3,1,0.9,0.9,1.1,2.0,37,14,60,0.00,0.26,0.26,0.00,0.26,0.12,0.14,0.26,0.12,0.26
Lukas Engel,DF,25,1998,9,4,368,4.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,8,33,45,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.11,0.05,0.11
Niall Ennis,FW,25,1999,9,1,195,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,0,13,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
Romain Esse,"FW,MF",19,2005,24,24,2018,22.4,4,1,5,4,0,0,4,0,2.2,2.2,4.4,6.6,37,73,121,0.18,0.04,0.22,0.18,0.22,0.10,0.20,0.29,0.10,0.29
Maxime Estève,DF,22,2002,46,46,4055,45.1,1,0,1,1,0,0,3,0,0.9,0.9,0.1,1.0,19,140,2,0.02,0.00,0.02,0.02,0.02,0.02,0.00,0.02,0.02,0.02
Oscar Estupiñan,FW,27,1996,2,2,147,1.6,1,0,1,0,1,1,0,0,1.3,0.5,0.0,0.5,0,1,3,0.61,0.00,0.61,0.00,0.00,0.77,0.00,0.77,0.29,0.29
Ched Evans,"FW,MF",35,1988,8,0,102,1.1,0,2,2,0,0,0,0,0,0.9,0.9,0.8,1.8,1,0,14,0.00,1.76,1.76,0.00,1.76,0.83,0.74,1.58,0.83,1.58
George Evans,GK,19,2005,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Milan van Ewijk,DF,23,2000,45,45,4010,44.6,2,2,4,2,0,0,1,0,2.1,2.1,5.8,8.0,99,151,207,0.04,0.04,0.09,0.04,0.09,0.05,0.13,0.18,0.05,0.18
Malachi Fagan-Walcott,DF,22,2002,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Akin Famewo,DF,25,1998,13,11,938,10.4,0,1,1,0,0,0,2,0,0.3,0.3,0.1,0.4,1,22,0,0.00,0.10,0.10,0.00,0.10,0.03,0.01,0.04,0.03,0.04
Lamine Fanne,"MF,FW",20,2004,12,6,584,6.5,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1.0,4,9,12,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.15,0.11,0.15
Jacob Farrell,DF,21,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,4,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
