,full_name,total_points
281,Gordon,0
282,Gray,91
283,Gray,0
284,Grealish,121
285,Greenwood,30
286,Greenwood,0
287,Griffiths,0
288,Groß,159
289,Guaita,99
290,Guedes,29
291,Gueye,66
292,Guilbert,0
293,Guéhi,95
294,Gyabi,1
295,Gündogan,132
296,H.Davies,0
297,H.Traorè,14
298,Haaland,272
299,Hall,19
300,Hammond,0
301,Harris,3
302,Harrison,134
303,Hause,0
304,Havertz,102
305,Heaton,0
306,Hegyi,0
307,Hein,0
308,Henderson,69
309,Henderson,82
310,Hendrick,0
311,Hennessey,8
312,Henry,112
313,Hickey,63
314,Hill,0
315,Hinshelwood,1
316,Hjelde,0
317,Hodge,5
318,Holding,21
319,Holgate,16
320,Hudson-Odoi,0
321,Hughes,41
322,Humphreys,0
323,Hutchinson,1
324,Hwang,60
325,Højbjerg,120
326,Iheanacho,82
327,Ings,97
328,Iqbal,0
329,Iroegbunam,0
330,Isak,100
331,Iversen,29
332,Iwobi,126
333,J.Ayew,104
334,Jakupović,0
335,James,44
336,James,45
337,Janelt,85
338,Jansson,29
339,Jensen,132
340,Jesus,125
341,Jiménez,29
342,Joelinton,115
343,John,0
344,Johnson,122
345,Johnson,29
346,Johnstone,36
347,Jones,52
348,Jones,0
349,Jonny,45
350,Jorginho,79
351,João Félix,44
352,João Gomes,21
353,Jurado,0
354,Justin,45
355,Kadan Young,0
356,Kalajdžić,1
357,Kamaldeen,45
358,Kamara,44
359,Kane,263
360,Kanté,18
361,Karius,0
362,Keane,39
363,Kebano,40
364,Kehrer,67
365,Keita,10
366,Kelleher,2
367,Kelly,60
368,Kenedy,0
369,Kesler Hayden,0
370,Kilman,109
371,Kinsey-Wellings,0
372,Kiwior,26
373,Klaesson,0
374,Klich,12
375,Knight,0
376,Knockaert,0
377,Koch,55
378,Konaté,49
379,Kongolo,0
380,Konsa,110
381,Koulibaly,74
382,Kouyaté,35
383,Kovacic,53
384,Kovár,0
385,Kozłowski,0
386,Krafth,1
387,Kristensen,51
388,Kristiansen,16
389,Kulusevski,96
390,Kuol,0
391,Kurzawa,2
392,Lallana,47
393,Lamptey,23
394,Lanzini,17
395,Laporte,40
396,Larios,4
397,Laryea,0
398,Lascelles,3
399,Lavia,57
400,Lembikisa,1
401,Lemina,35
402,Lenglet,63
403,Leno,142
404,Lerma,101
405,Lewis,2
406,Lewis,29
407,Lewis-Potter,14
408,Lindelöf,57
409,Lingard,33
410,Lis,0
411,Livramento,2
412,Llorente,16
413,Lloris,89
414,Loftus-Cheek,46
415,Lolley,0
416,Lonergan,0
417,Lowe,2
418,Lucas Moura,17
419,Luis Díaz,62
420,Lukic,15
421,Lyanco,29
422,Lyle Taylor,0
423,Mac Allister,140
424,Maddison,135
425,Madueke,26
426,Maguire,39
427,Mahrez,126
428,Mainoo,1
429,Maitland-Niles,38
430,Malacia,62
431,Mangala,50
432,Manquillo,4
433,Mara,32
434,March,147
435,Marcondes,1
436,Marquinhos,1
437,Marschall,0
438,Martial,66
439,Martinelli,198
440,Martínez,135
441,Martínez,81
442,Marçal-Madivadua,0
443,Masuaku,0
444,Mateo Joseph,3
445,Mateta,41
446,Matheus,80
447,Matip,36
448,Matthews,0
449,Maupay,41
450,Mbabu,7
451,Mbe Soh,0
452,Mbete,0
453,Mbeumo,150
454,McAllister,0
455,McArthur,4
456,McAtee,0
457,McAteer,0
458,McCarthy,8
459,McGill,0
460,McGinn,90
461,McKenna,40
462,McKennie,31
463,McNeil,126
464,McTominay,36
465,Mee,143
466,Mendy,24
467,Mendy,30
468,Mepham,43
469,Meslier,90
470,Mighten,1
471,Miley,1
472,Milivojevic,23
473,Mills,0
474,Milner,42
475,Mina,33
476,Mings,130
477,Mitchell,93
478,Mitoma,138
479,Mitrović,107
480,Moder,0
481,Monteiro,0
482,Moore,57
483,Moran,1
484,Morgan,0
485,Mosquera,0
486,Mount,82
487,Moutinho,56
488,Mubama,3
489,Mudryk,25
490,Mundle,0
491,Muniz,0
492,Murphy,78
493,Mwepu,11
494,Mykolenko,75
495,N.Williams,54
496,Nakamba,0
497,Navas,43
498,Ndidi,41
499,Nelson,42
500,Neto,37
501,Neto,93
502,Neves,118
503,Niakhaté,25
504,Nketiah,63
505,Nkounkou,0
506,Nwaneri,1
507,Nørgaard,71
508,O’Brien,22
509,O’Reilly,0
510,O’Reilly,0
511,Offiah,1
512,Ogbonna,44
513,Ojeda,0
514,Oko-Flex,0
515,Olakigbe,0
516,Olise,132
517,Olsen,10
518,Onana,77
519,Onomah,2
520,Onuachu,14
521,Onyeka,38
522,Orsic,1
523,Ortega,23
524,Ouattara,49
525,Ozoh,1
526,Pablo Marí,0
527,Palhinha,83
528,Palmer,19
529,Panzo,0
530,Paquetá,98
531,Parkes,0
532,Parrott,0
533,Partey,86
534,Patterson,31
535,Patterson,0
536,Payne,0
537,Pearson,9
538,Pedro Porro,59
539,Pellistri,4
540,Perišić,94
541,Perkins,0
542,Perraud,71
543,Perrone,1
544,Peupion,1
545,Phillips,14
546,Phillips,3
547,Phillips,0
548,Philogene-Bidace,0
549,Pickford,124
550,Pinnock,112
551,Plain,0
552,Plange,0
553,Podence,92
554,Pollock,0
555,Pope,157
556,Praet,34
557,Price,0
558,Pulisic,39
559,Pépé,0
560,Pérez,19
561,R.Sessegnon,35
562,R.Williams,0
563,Rak-Sakyi,0
564,Ramsay,0
565,Ramsdale,143
566,Ramsey,135
567,Randolph,0
568,Raphinha,0
569,Rashford,205
570,Raya,166
571,Ream,98
572,Redmond,1
573,Reed,107
574,Reguilón,0
575,Renan Lodi,56
576,Revan,0
577,Ricardo,20
578,Rice,116
579,Richards,0
580,Richards,0
581,Richards,13
582,Richarlison,54
583,Riedewald,6
584,Ritchie,7
585,Roberts,0
586,Roberts,0
587,Robertson,121
588,Robertson,0
589,Robinson,93
590,Robles,7
591,Roca,67
592,Rodney,0
593,Rodon,0
594,Rodri,108
595,Rodrigo,127
596,Rodák,7
597,Roerslev,48
598,Romero,66
599,Romeu,2
600,Ronaldo,20
601,Ronan,1
602,Rondón,7
603,Rothwell,33
604,Rutter,15
605,S.Armstrong,57
606,S.Longstaff,93
607,Sabitzer,25
608,Sadi,0
609,Saint-Maximin,66
610,Saka,202
611,Salah,239
612,Saliba,117
613,Salisu,33
614,Samba,0
615,Sambi,23
616,Samuels,0
617,Samuels-Smith,0
618,Sancho,105
619,Sanson,2
620,Sarabia,27
621,Sarmiento,16
622,Sarr,0
623,Sarr,14
624,Saydee,0
625,Scamacca,41
626,Scarlett,0
627,Scarpa,5
628,Schade,29
629,Scherpen,0
630,Schlupp,89
631,Schmeichel,0
632,Schär,139
633,Sekularac,0
634,Semedo,75
635,Semenyo,18
636,Senesi,69
637,Sergio Gómez,21
638,Shackleton,0
639,Shaw,124
640,Shelvey,16
641,Shoretire,0
642,Simms,17
643,Sinisalo,0
644,Sinisterra,53
645,Skipp,43
646,Smallbone,0
647,Smith,74
648,Smith,0
649,Smith,0
650,Smith,0
651,Smith Rowe,18
652,Smithies,0
653,Solanke,130
654,Solomon,44
655,Son,152
656,Soucek,100
657,Soumaré,41
658,Sousa,0
659,Souttar,20
660,Spence,4
661,Stacey,6
662,Stanislas,4
663,Stansfield,7
664,Steele,65
665,Steffen,0
666,Stephens,35
667,Sterling,101
668,Stevens,0
669,Stones,93
670,Strakosha,0
671,Struijk,66
672,Summerville,74
673,Surridge,26
674,Swinkels,0
675,Sá,148
676,Sánchez,82
677,Sánchez,28
678,Söyüncü,16
679,Tanganga,4
680,Targett,35
681,Tarkowski,106
682,Tavares,0
683,Tavernier,94
684,Tella,0
685,Telles,0
686,Tete,90
687,Tetê,27
688,Thiago,30
689,Thiago Silva,80
690,Thomas,28
691,Thompson,0
692,Tielemans,86
693,Tierney,37
694,Toffolo,30
695,Tomiyasu,32
696,Tomkins,8
697,Toney,182
698,Torreira,0
699,Tosin,49
700,Toti,43
701,Townsend,0
702,Traoré,20
703,Traoré,14
704,Travers,28
705,Trevitt,0
706,Trippier,198
707,Trossard,154
708,Tsimikas,48
709,Turner,0
710,Turns,0
711,Undav,52
712,Vale,0
713,Valery,0
714,Van de Beek,8
715,Van den Berg,0
716,Van Dijk,127
717,Van Hecke,6
718,Varane,77
719,Vardy,82
720,Veltman,95
721,Vestergaard,0
722,Vinagre,2
723,Vinícius,72
724,Viña,28
725,Vlasic,0
726,W.Fofana,37
727,Wady,0
728,Walcott,49
729,Walker,69
730,Walker-Peters,56
731,Walters,0
732,Wan-Bissaka,67
733,Ward,78
734,Ward,91
735,Ward-Prowse,142
736,Warrington,0
737,Watkins,175
738,Webster,75
739,Weghorst,24
740,Welbeck,91
741,Welch,0
742,Wells-Morrison,0
743,Werner,0
744,White,156
745,White,1
746,Whitworth,3
747,Wickens,0
748,Willian,116
749,Willock,123
750,Wilson,68
751,Wilson,157
752,Wilson-Esbrand,0
753,Winks,0
754,Wissa,111
755,Wood,53
756,Wormleighton,0
757,Worrall,61
758,Wright,0
759,Wöber,25
760,Xande Silva,0
761,Xhaka,153
762,Yarmolyuk,0
763,Yates,53
764,Young,87
765,Zabarnyi,7
766,Zaha,95
767,Zakaria,13
768,Zanka,45
769,Zemura,47
770,Zinchenko,99
771,Ziyech,33
772,Zouma,88
773,Zych,0
774,Álex Moreno,72
775,Álvarez,103
776,Ødegaard,212
777,Šarkić,0
