,full_name,total_points
424,Gareth McAuley,8
425,Jake Livermore,89
426,Nacer Chadli,15
427,James Morrison,13
428,Claudio Yacob,23
429,James McClean,45
430,Jonathan Leko,0
431,Matt Phillips,81
432,Sam Field,23
433,Chris Brunt,81
434,Salomón Rondón,103
435,Hal Robson-Kanu,32
436,Jay Rodriguez,109
437,Adrián San Miguel del Castillo,72
438,Darren Randolph,0
439,Jose Fonte,34
440,James Collins,36
441,Winston Reid,42
442,Aaron Cresswell,118
443,Angelo Ogbonna,77
444,Sam Byram,5
445,Arthur Masuaku,68
446,Pablo Zabaleta,90
447,Robert Snodgrass,0
448,André Ayew,77
449,Mark Noble,84
450,Cheikhou Kouyaté,86
451,Pedro Obiang,54
452,Manuel Lanzini,106
453,Michail Antonio,62
454,Sofiane Feghouli,0
455,Edimilson Fernandes,29
456,Andy Carroll,36
457,Diafra Sakho,24
458,Ashley Fletcher,0
459,Enner Valencia,0
460,Markus Suttner,38
461,Scott Malone,41
462,Tiemoué Bakayoko,77
463,Cuco Martina,55
464,Massadio Haidara,1
465,Siem de Jong,0
466,Rolando Aarons,5
467,Ahmed El-Sayed Hegazi,114
468,Nick Pope,152
469,Andreas Christensen,79
470,Charly Musonda,6
471,Álvaro Morata,122
472,Eldin Jakupovic,4
473,Matty James,26
474,Andrew Robertson,111
475,Andreas Pereira,0
476,Javier Manquillo,49
477,Jacob Murphy,51
478,Joe Hart,59
479,Calum Chambers,23
480,Isaiah Brown,16
481,Jairo Riedewald,23
482,Danilo Luiz da Silva,100
483,Benjamin Mendy,20
484,Kyle Bartley,5
485,Ben Watson,12
486,Javier Hernández Balcázar,93
487,Jose Luis Mato Sanmartín,69
488,Reiss Nelson,5
489,Davy Pröpper,87
490,Jason Lokilo,0
491,Phil Foden,8
492,Brahim Diaz,5
493,Chancel Mbemba,20
494,Mikel Merino,49
495,Isaac Hayden,41
496,Eric Maxim Choupo-Moting,107
497,Kyle Walker-Peters,13
498,Jerome Sinclair,4
499,Mario Lemina,58
500,Richarlison de Andrade,125
501,Eliaquim Mangala,22
502,Fikayo Tomori,0
503,Kyle Scott,0
504,Olayinka Fredrick Oladotun Ladapo,1
505,Stuart Taylor,0
506,Rekeem Harper,1
507,Kane Wilson,0
508,Jeremie Boga,1
509,Declan Rice,41
510,Cameron Carter-Vickers,0
511,Jesé Rodríguez Ruiz,31
512,Bruno Martins Indi,20
513,Jon Flanagan,0
514,Sullay Kaikai,1
515,Henri Saivet,8
516,José Heriberto Izquierdo Mena,101
517,Chris Wood,104
518,Sam Clucas,75
519,Davinson Sánchez,107
520,Florent Hadergjonaj,51
521,Abdelhamid Sabiri,10
522,Zlatan Ibrahimovic,5
523,Oliver Burke,23
524,Wesley Hoedt,74
525,Sead Haksabanovic,0
526,André Carrillo,64
527,Keshi Anderson,0
528,Freddie Woodman,0
529,Danny Ward,0
530,Tashan Oakley-Boothe,0
531,Serge Aurier,77
532,Grzegorz Krychowiak,58
533,Juan Foyth,0
534,Renato Sanches,20
535,Orestis Karnezis,47
536,Marvin Zeegelaar,28
537,Ezequiel Schelotto,20
538,Nikola Vlasic,18
539,Tim Krul,0
540,Aleksandar Dragovic,28
541,Wilfried Bony,33
542,Davide Zappacosta,58
543,Levi Lumeka,1
544,Adam Legzdins,0
545,Ainsley Maitland-Niles,25
546,Robert Green,0
547,Oumar Niasse,83
548,Aaron Ramsdale,0
549,Harry Souttar,0
550,Oleksandr Zinchenko,16
551,Jordon Mutch,0
552,Jayson Molumby,0
553,Anders Lindegaard,0
554,Dion Henry,0
555,Thomas Edwards,6
556,Alex Palmer,0
557,Ethan Ampadu,1
558,Matt Macey,0
559,Edward Nketiah,3
560,Joe Rodon,0
561,Julien Ngoy,1
562,Beni Baningime,7
563,Mathieu Debuchy,0
564,Paulo Gazzaniga,9
565,Alfie Whiteman,0
566,Antonio Martinez Lopez,0
567,Domingos Quina,0
568,Jakob Haugaard,0
569,Jack Simpson,1
570,Hamza Choudhury,13
571,Max Melbourne,0
572,Ben Johnson,0
573,Nathan Trott,0
574,Fredrik Ulvestad,0
575,Erwin Mulder,0
576,Rayhaan Tulloch,0
577,Nathan Ferguson,0
578,Aaron Wan-Bissaka,15
579,Moses Makasi,0
580,Michael Folivi,0
581,Daniel Bachmann,0
582,Callum Hudson-Odoi,2
583,Emerson Hyndman,1
584,Connor Mahoney,0
585,Oluwatosin Adarabioyo,0
586,George Thomas,0
587,Matt Butcher,0
588,Adrien Sebastian Perruchet Silva,23
589,Stephen Ireland,4
590,Terence Kongolo,30
591,Cenk Tosun,55
592,Alex Pritchard,40
593,Moritz Bauer,41
594,Konstantinos Mavropanos,4
595,Reece Burke,0
596,Josh Cullen,2
597,Connor Roberts,7
598,Konstantinos Stafylidis,6
599,Dujon Sterling,0
600,Fousseni Diabaté,21
601,Kyle Taylor,0
602,Michael Obafemi,1
603,Jürgen Locadia,16
604,Jaroslaw Jach,0
605,Erdal Rakip,0
606,Guido Carrillo,15
607,João Mário Naval Costa Eduardo,46
608,Gerard Deulofeu,25
609,Ali Gabr,0
610,Reece Oxford,1
611,Aymeric Laporte,35
612,Carl Stewart,0
613,Emerson Palmieri dos Santos,14
614,Dodi Lukebakio,1
615,Pierre-Emerick Aubameyang,87
616,Lucas Rodrigues Moura da Silva,11
617,Didier Ndong,0
618,Papa Alioune Ndiaye,41
619,Alexander Sørloth,8
620,Martin Dubravka,53
621,Jordan Hugill,3
622,Aiden O’Neill,0
623,Kyle Jameson,0
624,Joy Mukena,0
625,Patrice Evra,2
626,Lukas Nmecha,2
627,Tyrese Campbell,4
628,Luke Garbutt,0
629,Nya Kirby,0
630,Marcus Browne,0
631,Trevoh Chalobah,0
632,Diego Cavalieri,0
633,Joseph Willock,3
634,Josh Pask,0
635,Grady Diangana,0
636,Lasse Sorenson,5
637,James Daly,0
638,Conor Masterson,0
639,Curtis Jones,0
640,Rafael Camacho,0
641,Harvey Barnes,3
642,Kazaiah Sterling,0
643,Jordi Osei-Tutu,0
644,Sam Hughes,0
645,Dwight McNeil,1
646,Layton Ndukwu,0
