,full_name,total_points
150,Jonas Lössl,0
151,Seamus Coleman,81
152,Cenk Tosun,4
153,Bernard Anício Caldeira Duarte,21
154,Lucas Digne,120
155,Michael Keane,127
156,Jordan Pickford,114
157,André Filipe Tavares Gomes,48
158,Alex Iwobi,65
159,Jonjoe Kenny,5
160,Jean-Philippe Gbamin,1
161,Yerry Mina,79
162,Tom Davies,47
163,Dominic Calvert-Lewin,165
164,Mason Holgate,80
165,Richarlison de Andrade,123
166,João Virgínia,2
167,Anthony Gordon,3
168,Moise Kean,2
169,Jarrad Branthwaite,0
170,Fabricio Agosto Ramírez,0
171,Kevin McDonald,0
172,Maxime Le Marchand,1
173,Stefan Johansen,0
174,Tom Cairney,27
175,Tim Ream,10
176,Anthony Knockaert,0
177,Michael Hector,0
178,Cyrus Christie,0
179,Neeskens Kebano,6
180,Bobby Decordova-Reid,88
181,Joe Bryan,27
182,Marcus Bettinelli,0
183,Aleksandar Mitrovi?,63
184,Alfie Mawson,0
185,Marek Rodák,2
186,Ivan Ricardo Neves Abreu Cavaleiro,85
187,Josh Onomah,13
188,Jean Michaël Seri,0
189,Aboubakar Kamara,8
190,André-Frank Zambo Anguissa,76
191,Zeze Steven Sessegnon,0
192,Pablo Hernández Domínguez,28
193,Francisco Casilla Cortés,14
194,Liam Cooper,59
195,Barry Douglas,0
196,Luke Ayling,100
197,Mateusz Klich,99
198,Adam Forshaw,0
199,Stuart Dallas,171
200,Ezgjan Alioski,110
201,Patrick Bamford,194
202,Jack Harrison,160
203,Kalvin Phillips,67
204,Hélder Wander Sousa de Azevedo e Costa,63
205,Tyler Roberts,49
206,Jay-Roy Grot,0
207,Kamil Miazek,0
208,Ian Carlo Poveda-Ocampo,14
209,Jamie Shackleton,17
210,Pascal Struijk,71
211,Jordan Stevens,0
212,Illan Meslier,154
213,Leif Davis,2
214,Oliver Casey,0
215,Wes Morgan,3
216,Kasper Schmeichel,128
217,Christian Fuchs,24
218,Jonny Evans,109
219,Adrien Silva,0
220,Marc Albrighton,78
221,Matty James,0
222,Danny Ward,0
223,Jamie Vardy,184
224,Dennis Praet,37
225,Ricardo Domingos Barbosa Pereira,27
226,Daniel Amartey,19
227,Youri Tielemans,133
228,Ayoze Pérez,58
229,Demarai Gray,1
230,James Maddison,133
231,Benjamin Chilwell,139
232,Kelechi Iheanacho,110
233,Hamza Choudhury,14
234,Harvey Barnes,126
235,Wilfred Ndidi,79
236,Filip Benkovic,0
237,Çaglar Söyüncü,59
238,James Justin,101
239,Luke Thomas,26
240,James Milner,44
241,Konstantinos Tsimikas,2
242,Georginio Wijnaldum,97
243,Jordan Henderson,56
244,Adrián San Miguel del Castillo,11
245,Joel Matip,42
246,Xherdan Shaqiri,26
247,Alex Oxlade-Chamberlain,21
248,Roberto Firmino,141
249,Virgil van Dijk,15
250,Sadio Mané,176
251,Alisson Ramses Becker,140
252,Fabio Henrique Tavares,71
253,Mohamed Salah,231
254,Andrew Robertson,161
255,Divock Origi,10
256,Harry Wilson,0
257,Takumi Minamino,48
258,Trent Alexander-Arnold,160
259,Joseph Gomez,10
260,Naby Keita,15
261,Rhian Brewster,34
262,Curtis Jones,50
263,Neco Williams,11
264,Harvey Elliott,0
265,Fernando Luiz Rosa,62
266,Claudio Bravo,0
267,Sergio Agüero,38
268,Nicolás Otamendi,0
269,Kyle Walker,91
270,Ilkay Gündogan,157
271,Kevin De Bruyne,141
272,John Stones,128
273,Benjamin Mendy,63
274,Riyad Mahrez,145
275,Raheem Sterling,154
276,João Pedro Cavaco Cancelo,138
277,Ederson Santana de Moraes,160
278,Nathan Aké,29
279,Aymeric Laporte,58
280,Bernardo Mota Veiga de Carvalho e Silva,94
281,Gabriel Fernando de Jesus,115
282,Oleksandr Zinchenko,69
283,Phil Foden,135
284,Tommy Doyle,0
285,Rodrigo Hernandez,91
286,Ferran Torres,95
287,Eric Garcia,6
288,Sergio Romero,0
289,Juan Mata,32
290,David de Gea,91
291,Chris Smalling,0
292,Odion Ighalo,1
293,Marcos Rojo,0
294,Nemanja Matic,36
295,Paul Pogba,92
296,Phil Jones,0
297,Harry Maguire,124
298,Frederico Rodrigues de Paula Santos,69
299,Luke Shaw,124
300,Jesse Lingard,106
301,Bruno Miguel Borges Fernandes,244
302,Anthony Martial,75
303,Andreas Pereira,0
304,Dean Henderson,44
305,Marcus Rashford,174
306,Axel Tuanzebe,7
307,Victor Lindelöf,102
308,Scott McTominay,91
309,Eric Bailly,31
310,Daniel James,43
311,Timothy Fosu-Mensah,0
312,Aaron Wan-Bissaka,144
313,José Diogo Dalot Teixeira,0
314,Mason Greenwood,106
315,Tahith Chong,0
316,James Garner,0
317,Brandon Williams,5
318,Teden Mengi,0
319,Andy Carroll,30
320,Jonjo Shelvey,74
321,Matt Ritchie,52
322,Federico Fernández,53
323,Ciaran Clark,46
324,Karl Darlow,80
325,Martin Dubravka,47
326,Florian Lejeune,0
327,Jamaal Lascelles,44
328,Dwight Gayle,31
329,Christian Atsu,0
330,Paul Dummett,40
331,Javier Manquillo,28
332,Emil Krafth,45
333,Fabian Schär,30
334,DeAndre Yedlin,13
335,Isaac Hayden,40
336,Rolando Aarons,0
337,Allan Saint-Maximin,85
338,Miguel Almirón,97
339,Joelinton Cássio Apolinário de Lira,74
340,Yoshinori Muto,0
341,Kelland Watts,0
342,Billy Sharp,39
343,David McGoldrick,100
344,Chris Basham,51
345,John Fleck,70
346,Enda Stevens,56
347,Simon Moore,0
348,Oliver Norwood,54
349,Wes Foderingham,0
350,George Baldock,63
351,Jack Robinson,32
352,John Egan,57
353,Jack O’Connell,3
354,John Lundstram,48
355,Ben Osborn,51
356,Oliver McBurnie,44
357,Callum Robinson,79
358,Lys Mousset,13
359,Sander Berge,31
360,Shane Long,12
361,Ryan Bertrand,78
362,Alex McCarthy,94
363,Oriol Romeu Vidal,52
364,Nathan Redmond,67
365,Danny Ings,131
366,Jack Stephens,41
367,Stuart Armstrong,115
368,Jannik Vestergaard,86
369,James Ward-Prowse,156
370,Angus Gunn,0
371,Sofiane Boufal,0
372,Harrison Reed,69
373,Josh Sims,0
374,Kyle Walker-Peters,93
375,Jan Bednarek,94
376,Che Adams,137
377,Yan Valery,3
378,William Smallbone,5
379,Jake Vokins,1
380,Michael Obafemi,4
381,Moussa Djenepo,46
382,Hugo Lloris,149
383,Danny Rose,0
384,Moussa Sissoko,44
385,Toby Alderweireld,88
386,Erik Lamela,28
387,Harry Kane,242
388,Serge Aurier,80
389,Heung-Min Son,228
390,Eric Dier,77
391,Lucas Rodrigues Moura da Silva,80
392,Paulo Gazzaniga,0
393,Bamidele Alli,30
394,Ben Davies,52
395,Pierre-Emile Højbjerg,107
396,Harry Winks,19
397,Davinson Sánchez,43
398,Ryan Sessegnon,0
399,Steven Bergwijn,55
400,Gedson Carvalho Fernandes,0
401,Japhet Tanganga,14
402,Giovani Lo Celso,35
403,Oliver Skipp,0
404,Tanguy Ndombele,99
405,Juan Foyth,0
406,Kieran Gibbs,5
407,Hal Robson-Kanu,30
408,Jake Livermore,25
409,Kamil Grosicki,8
410,Matt Phillips,69
411,Kyle Bartley,79
412,Romaine Sawyers,33
413,Ahmed El-Sayed Hegazy,6
414,Charlie Austin,5
415,Kenneth Zohore,0
416,Sam Johnstone,140
417,Conor Townsend,76
418,Oluwasemilogo Adesewo Ibidapo Ajayi,51
419,Jonathan Leko,0
420,Kyle Edwards,5
421,Darnell Furlong,79
422,Sam Field,3
423,Oliver Burke,46
424,Dara O’Shea,41
425,Rekeem Harper,2
426,Mark Noble,27
427,Robert Snodgrass,14
428,David Martin,0
429,Darren Randolph,10
430,Lukasz Fabianski,133
431,Angelo Ogbonna,100
432,Roberto Jimenez Gago,0
433,Jack Wilshere,0
434,Aaron Cresswell,153
435,Andriy Yarmolenko,17
436,Michail Antonio,118
437,Ryan Fredericks,28
438,Manuel Lanzini,28
439,Felipe Anderson Pereira Gomes,2
440,Sébastien Haller,41
441,Arthur Masuaku,42
442,Fabián Balbuena,39
443,Jordan Hugill,0
444,Jarrod Bowen,141
445,Grady Diangana,39
446,Albian Ajeti,0
447,Declan Rice,86
448,Tomas Soucek,147
449,Pablo Fornals,125
450,Issa Diop,42
451,Ben Johnson,25
452,John Ruddy,4
453,João Filipe Iria Santos Moutinho,73
454,Rui Pedro dos Santos Patrício,132
455,Ryan Bennett,0
456,Matt Doherty,47
457,Willy Boly,68
458,Conor Coady,106
459,Raúl Jiménez,43
460,Romain Saïss,99
461,Jonathan Castro Otto,16
462,Léo Bonatini,0
463,Leander Dendoncker,77
464,Adama Traoré,94
465,Rúben Diogo da Silva Neves,104
466,Oskar Buur,1
467,Diogo Jota,86
468,Daniel Castelo Podence,75
469,Max Kilman,58
470,Rúben Gonçalo Silva Nascimento Vinagre,1
471,Matija Sarkic,0
472,Morgan Gibbs-White,22
473,Pedro Lomba Neto,124
474,Bruno André Cavaco Jordao,0
475,Leonardo Campana,0
476,Luke Freeman,0
477,Willian Borges Da Silva,78
478,Mohammed Salisu,14
479,Sean Longstaff,41
480,Matheus Pereira,153
481,Joe Hart,0
482,Aaron Ramsdale,123
483,Antonee Robinson,57
484,Jeff Hendrick,52
485,Scott Dann,39
486,Matthew Longstaff,10
487,Mark Gillespie,0
488,Eberechi Eze,125
489,Thiago Thiago,92
490,Robin Koch,38
491,Rodrigo Moreno,89
492,Mario Lemina,55
493,Gabriel Magalhães,78
494,Donny van de Beek,32
495,Matthew Cash,89
496,Jacob Murphy,69
497,Timothy Castagne,94
498,Cedric Kipre,0
499,Kai Havertz,91
500,Daniel Ceballos Fernández,62
501,Allan Marques Loureiro,47
502,Christian Walton,0
503,Fabio Silva,72
504,Fernando Marçal,19
505,Callum Wilson,134
506,Ryan Fraser,39
507,James Rodríguez,101
508,Ethan Ampadu,44
509,Jayden Bogle,39
510,Max Lowe,9
511,Abdoulaye Doucouré,80
512,Jamal Lewis,44
513,Ollie Watkins,168
514,Vitor Ferreira,26
515,Alphonse Areola,124
516,Kenny Tete,50
517,Nampalys Mendy,41
518,Jimmy Dunne,9
519,Bobby Thomas,0
520,Cameron Carter-Vickers,0
521,Sam Woods,0
522,Fraser Forster,30
523,Nathan Tella,36
524,Denis Odoi,1
525,Mohamed Naser El Sayed Elneny,50
526,Matt Macey,0
527,Jason Steele,0
528,Phil Jagielka,5
529,Branislav Ivanovic,20
530,Thiago Alcántara do Nascimento,55
531,Elia Caprile,0
532,Mateusz Bogusz,0
533,Ryan Inniss,0
534,Josh Benson,10
535,Anthony Driscoll-Glennon,0
536,Adrián Bernabé,0
537,Zack Steffen,2
538,Liam Delap,1
539,Bertrand Traoré,135
540,Cengiz Ünder,16
541,Sergio Reguilón,89
542,Gareth Bale,113
543,Conor Gallagher,71
544,Ki-Jana Hoever,13
545,Nélson Cabral Semedo,109
546,Rúnar Alex Rúnarsson,1
547,Edouard Mendy,140
548,Diego Llorente,50
549,Jayson Molumby,1
550,Mace Goodridge,0
551,Cole Palmer,0
552,Meritan Shabani,0
553,Jacob Ramsey,28
554,Filip Krovinovic,17
555,Rúben Santos Gato Alves Dias,142
556,Ademola Lookman,107
557,Vladimir Coufal,128
558,Niels Nkounkou,2
559,Caoimhin Kelleher,10
560,Wesley Fofana,71
561,Ola Aina,102
562,Rayan Ait Nouri,54
563,Carlos Vinicius Alves Morais,13
564,Ibrahima Diallo,31
565,Ben Godfrey,100
566,Thomas Partey,47
567,Alex Nicolao Telles,25
568,Edinson Cavani,99
569,Raphael Dias Belloli,133
570,Joachim Andersen,93
571,Tosin Adarabioyo,100
572,Robin Olsen,25
573,Andi Zeqiri,9
574,Facundo Pellistri,0
575,Craig Dawson,75
576,Nathaniel Clyne,28
577,Stephen Henderson,0
578,Islam Slimani,1
579,Michael Verrips,0
580,Owen Otasowie,9
581,Karlan Grant,41
582,Will Norris,3
583,Joe Rodon,27
584,Terence Kongolo,2
585,Jack Butland,2
586,Saïd Benrahma,73
587,Danny Welbeck,89
588,Nathaniel Phillips,68
589,Daniel N’Lundulu,13
590,Max Thompson,0
591,Lewis Richardson,2
592,Karlo Ziger,0
593,Rhys Williams,28
594,James Trafford,0
595,Ellis Simms,0
596,Robert Sánchez,101
597,Kayne Ramsay,-3
598,Jack Jenkins,0
599,Lee Peltier,2
600,Leighton Clarkson,0
601,Elliot Anderson,1
602,Kean Bryan,29
603,Lee Grant,0
604,Faustino Anjorin,0
605,Daniel Langley,0
606,Jake Cain,0
607,Scott Carson,7
608,Felix Nmecha,0
609,Theo Corbeanu,1
610,Taylor Perry,0
611,Anthony Mancini,0
612,Joel Mumbongo,3
613,Luke Cundle,0
614,Lewis Richards,0
615,Christian Marques,0
616,Andreas Söndergaard,0
617,Antwoine Hackford,1
618,Niall Huggins,1
619,Charlie Cresswell,0
620,Cheikh Diaby,0
621,Luke Mbete,0
622,Taylor Harwood-Bellis,0
623,Kgaogelo Chauke,0
624,Harry Lewis,0
625,Patrick Cutrone,2
626,Percy Tau,7
627,Jakub Moder,21
628,Nigel Lonwijk,0
629,Reda Khadra,1
630,Teddy Jenks,0
631,Max Sanders,0
632,Jensen Weir,0
633,Will Ferry,0
634,Allan Tchaptchet,0
635,Caleb Watts,2
636,Frederik Alves,0
637,Ademipo Odubeko,0
638,Andy Lonergan,0
639,Amad Diallo,8
640,Jean-Philippe Mateta,15
641,Willian José Da Silva,40
642,Alexandre Jankewitz,-1
643,Tyler Onyango,0
644,Martin Ødegaard,40
645,Kyron Gordon,0
646,Morgan Sanson,10
647,Mbaye Diagne,57
648,Hugo Bueno,0
649,Alfie Devine,0
650,Joshua King,11
651,Ozan Kabak,26
652,Ben Davies,0
653,Okay Yokuslu,34
654,Ryan Finnigan,0
655,Iliman Ndiaye,1
656,Zak Brunt,0
657,Richard Nartey,0
658,Claudio Gomes,0
659,Vontae Daley-Campbell,0
660,Thakgalo Leshabela,1
661,Thomas McGill,0
662,Michal Karbownik,0
663,Moisés Caicedo,0
664,Josh Maja,40
665,Dane Scarlett,1
666,Joe Gelhardt,0
667,Conor Coventry,0
668,Jamal Baptiste,0
669,Frankie Maguire,0
670,Kaine Hayden,0
671,Carney Chukwuemeka,2
672,Shola Shoretire,2
673,Nathan Trott,0
674,Reece Hannam,0
675,Sidnei Tavares,3
676,Liam Hughes,0
677,Jakub Ojrzynski,0
678,Kyle John,0
679,Nathan Broadhead,1
680,Ryan Astley,0
681,Harry Tyrer,0
682,Jaden Philogene-Bidace,1
683,Shane Flynn,0
684,Gaetano Berardi,8
685,Nathan Bishop,0
686,Thanawat Suengchitthawon,0
687,Jesurun Rak-Sakyi,0
688,Miguel Azeez,0
689,Reece Welch,0
690,Isaac Price,0
691,Sam Greenwood,0
692,Crysencio Summerville,0
693,Cody Drameh,0
694,Fabio Carvalho,12
695,Ben Woodburn,0
696,Billy Koumetio,0
697,Valentino Livramento,0
698,Daniel Jebbison,12
699,Caleb Taylor,0
700,Taylor Gardner-Hickman,0
701,Anthony Elanga,11
702,Tawanda Maswanhise,0
703,Harry Boyes,0
704,Femi Seriki,1
705,Toby King,0
706,Sylvester Jasper,0
707,Tyrese Francois,1
708,Tim Iroegbunam,0
709,Nile John,0
710,William Osula,0
711,Hannibal Mejbri,1
712,William Fish,1
