,full_name,total_points
238,Ramadan Sobhi,4
239,Juninho Bacuna,39
240,Collin Quaner,2
241,Laurent Depoitre,34
242,Steve Mounie,69
243,Elias Kachunga,29
244,Erik Durm,49
245,Adama Diakhaby,19
246,Kasper Schmeichel,120
247,Eldin Jakupovic,0
248,Wes Morgan,76
249,Christian Fuchs,3
250,Danny Simpson,12
251,Yohan Benalouane,0
252,Benjamin Chilwell,118
253,Harry Maguire,92
254,Ricardo Domingos Barbosa Pereira,146
255,Jonny Evans,77
256,Marc Albrighton,63
257,Demarai Gray,84
258,Daniel Amartey,15
259,Wilfred Ndidi,89
260,Vicente Iborra,9
261,Matty James,0
262,Hamza Choudhury,20
263,Adrien Sebastian Perruchet Silva,3
264,Fousseni Diabaté,1
265,James Maddison,137
266,Jamie Vardy,174
267,Shinji Okazaki,25
268,Kelechi Iheanacho,58
269,Danny Ward,0
270,Rachid Ghezzal,28
271,Simon Mignolet,0
272,Loris Karius,0
273,Dejan Lovren,63
274,Alberto Moreno,4
275,Nathaniel Clyne,34
276,Joseph Gomez,55
277,Joel Matip,83
278,Ragnar Klavan,0
279,Trent Alexander-Arnold,185
280,Virgil van Dijk,208
281,Andrew Robertson,213
282,Alex Oxlade-Chamberlain,2
283,Jordan Henderson,76
284,Adam Lallana,23
285,Sadio Mané,231
286,Georginio Wijnaldum,108
287,Mohamed Salah,259
288,James Milner,101
289,Fabio Henrique Tavares,65
290,Naby Keita,67
291,Roberto Firmino,160
292,Danny Ings,90
293,Dominic Solanke,15
294,Xherdan Shaqiri,88
295,Alisson Ramses Becker,176
296,Daniel Sturridge,34
297,Riyad Mahrez,102
298,Ederson Santana de Moraes,169
299,Claudio Bravo,0
300,John Stones,83
301,Vincent Kompany,58
302,Nicolás Otamendi,70
303,Kyle Walker,150
304,Danilo Luiz da Silva,46
305,Benjamin Mendy,59
306,Aymeric Laporte,177
307,Fabian Delph,29
308,Raheem Sterling,234
309,David Silva,143
310,Fernando Luiz Rosa,79
311,Kevin De Bruyne,59
312,Ilkay Gündogan,113
313,Leroy Sané,156
314,Bernardo Mota Veiga de Carvalho e Silva,154
315,Phil Foden,25
316,Brahim Diaz,0
317,Oleksandr Zinchenko,44
318,Sergio Agüero,201
319,Gabriel Fernando de Jesus,79
320,David de Gea,120
321,Sergio Romero,0
322,Chris Smalling,56
323,Phil Jones,43
324,Luke Shaw,91
325,Marcos Rojo,2
326,Antonio Valencia,17
327,Matteo Darmian,14
328,Daley Blind,0
329,Eric Bailly,16
330,Victor Lindelöf,85
331,Ashley Young,73
332,José Diogo Dalot Teixeira,27
333,Alexis Sánchez,47
334,Nemanja Matic,59
335,Juan Mata,70
336,Marouane Fellaini,26
337,Ander Herrera,62
338,Jesse Lingard,78
339,Anthony Martial,122
340,Paul Pogba,179
341,Scott McTominay,38
342,Frederico Rodrigues de Paula Santos,40
343,Marcus Rashford,128
344,Romelu Lukaku,115
345,Andreas Pereira,27
346,Robert Elliot,0
347,Karl Darlow,0
348,Martin Dubravka,131
349,DeAndre Yedlin,63
350,Ciaran Clark,42
351,Jamaal Lascelles,95
352,Paul Dummett,67
353,Florian Lejeune,35
354,Javier Manquillo,53
355,Chancel Mbemba,0
356,Matt Ritchie,110
357,Jonjo Shelvey,39
358,Mohamed Diamé,56
359,Christian Atsu,55
360,Jacob Murphy,16
361,Mikel Merino,0
362,Isaac Hayden,69
363,Sung-yueng Ki,38
364,Dwight Gayle,0
365,Ayoze Pérez,141
366,Jose Luis Mato Sanmartín,30
367,Robert Kenedy Nunes do Nascimento,50
368,Fabian Schär,93
369,Yoshinori Muto,24
370,Salomón Rondón,148
371,Alex McCarthy,73
372,Fraser Forster,2
373,Ryan Bertrand,56
374,Maya Yoshida,44
375,Cédric Soares,52
376,Jack Stephens,47
377,Sam McQueen,0
378,Jan Bednarek,49
379,Wesley Hoedt,29
380,Steven Davis,9
381,James Ward-Prowse,94
382,Oriol Romeu Vidal,55
383,Pierre-Emile Højbjerg,90
384,Sofiane Boufal,0
385,Joshua Sims,11
386,Nathan Redmond,137
387,Mario Lemina,50
388,Stuart Armstrong,75
389,Mohamed Elyounoussi,28
390,Shane Long,66
391,Charlie Austin,46
392,Manolo Gabbiadini,23
393,Guido Carrillo,0
394,Angus Gunn,47
395,Jannik Vestergaard,50
396,Matt Targett,36
397,Hugo Lloris,145
398,Michel Vorm,5
399,Toby Alderweireld,107
400,Danny Rose,86
401,Jan Vertonghen,67
402,Ben Davies,66
403,Kieran Trippier,118
404,Kyle Walker-Peters,28
405,Davinson Sánchez,78
406,Serge Aurier,24
407,Eric Dier,56
408,Mousa Dembélé,14
409,Erik Lamela,67
410,Christian Eriksen,161
411,Bamidele Alli,94
412,Victor Wanyama,24
413,Heung-Min Son,159
414,Harry Winks,53
415,Moussa Sissoko,76
416,Lucas Rodrigues Moura da Silva,131
417,Fernando Llorente,41
418,Harry Kane,160
419,Georges-Kévin Nkoudou,4
420,Heurelho Gomes,0
421,Pontus Dahlberg,0
422,Younes Kaboul,0
423,Craig Cathcart,93
424,Sebastian Prödl,1
425,José Holebas,93
426,Miguel Britos,3
427,Christian Kabasele,36
428,Daryl Janmaat,50
429,Adrian Mariappa,57
430,Francisco Femenía Far,66
431,Marvin Zeegelaar,0
432,Marc Navarro,2
433,Adam Masina,26
434,Nathaniel Chalobah,10
435,Tom Cleverley,25
436,Etienne Capoue,79
437,Abdoulaye Doucouré,124
438,Roberto Pereyra,122
439,Will Hughes,87
440,Gerard Deulofeu,133
441,Andre Gray,83
442,Troy Deeney,116
443,Stefano Okaka,1
444,Jerome Sinclair,0
445,Ben Foster,129
446,Ken Sema,37
447,Adrián San Miguel del Castillo,0
448,Lukasz Fabianski,143
449,Winston Reid,0
450,Aaron Cresswell,34
451,Angelo Ogbonna,48
452,Sam Byram,0
453,Pablo Zabaleta,56
454,Declan Rice,92
455,Reece Oxford,0
456,Ryan Fredericks,38
457,Issa Diop,87
458,Arthur Masuaku,49
459,Mark Noble,99
460,Pedro Obiang,43
461,Manuel Lanzini,31
462,Michail Antonio,118
463,Edimilson Fernandes,0
464,Marko Arnautovic,117
465,Andy Carroll,12
466,Javier Hernández Balcázar,86
467,Jordan Hugill,0
468,Jack Wilshere,17
469,Andriy Yarmolenko,27
470,Fabián Balbuena,61
471,Felipe Anderson Pereira Gomes,155
472,Robert Snodgrass,85
473,John Ruddy,7
474,Will Norris,1
475,Willy Boly,120
476,Barry Douglas,0
477,Matt Doherty,144
478,Romain Saïss,47
479,Ryan Bennett,89
480,Danny Batth,0
481,Roderick Jefferson Gonçalves Miranda,0
482,Conor Coady,94
483,Rúben Gonçalo Silva Nascimento Vinagre,24
484,Diogo Jota,139
485,Rúben Diogo da Silva Neves,104
486,Ivan Cavaleiro,48
487,Hélder Costa,52
488,Bright Enobakhare,0
489,Raúl Jiménez,181
490,Bonatini Lohner Maia Bonatini,10
491,Morgan Gibbs-White,37
492,Rafa Mir,0
493,Rui Pedro dos Santos Patrício,118
494,João Filipe Iria Santos Moutinho,119
495,Jonathan Castro Otto,103
496,Martín Montoya,45
497,Domingos Quina,17
498,Luke Amos,1
499,Isaac Success Ajayi,42
500,Víctor Camarasa,106
501,Kepa Arrizabalaga,142
502,Mateo Kovacic,64
503,Jordan Ayew,46
504,Yerry Mina,36
505,Bernard Anício Caldeira Duarte,88
506,André Filipe Tavares Gomes,64
507,Sergio Rico,86
508,Joe Bryan,52
509,Timothy Fosu-Mensah,14
510,André-Frank Zambo Anguissa,37
511,Luciano Vietto,47
512,Isaac Mbenza,38
513,Filip Benkovic,0
514,Çaglar Söyüncü,9
515,Federico Fernández,47
516,Lucas Pérez,33
517,Carlos Sánchez,9
518,Adama Traoré,44
519,Leander Dendoncker,48
520,Ibrahima Cissé,4
521,Jon Gorenc Stankovic,24
522,Lee Grant,0
523,Kortney Hause,0
524,Kurt Zouma,112
525,Nampalys Mendy,58
526,Kieran Dowell,0
527,Arijanet Muric,0
528,Jamie Sterry,0
529,Sean Longstaff,26
530,Dwight McNeil,75
531,Kadeem Harris,24
532,Brian Murphy,0
533,Tyias Browning,0
534,Ryan Schofield,0
535,Paulo Gazzaniga,13
536,Alfie Whiteman,0
537,Grady Diangana,25
538,Oliver Skipp,12
539,Emiliano Martínez,0
540,Zeze Steven Sessegnon,0
541,Divock Origi,32
542,Ben Wilmot,1
543,Emile Smith-Rowe,0
544,Zech Medley,0
545,Joe Powell,0
546,Conor Coventry,0
547,Juan Foyth,35
548,Michael Obafemi,13
549,Edward Nketiah,10
550,Viktor Gyokeres,0
551,Frederick Woodman,0
552,Adalberto Peñaranda,0
553,Ryan John Giles,0
554,Yan Valery,54
555,Josh Knight,0
556,Rafael Camacho,1
557,Ben White,0
558,Timothy Eyoma,0
559,Alexandre Nascimento Costa Silva,1
560,Tyreke Johnson,1
561,Kayne Ramsay,1
562,Bukayo Saka,1
563,Abd-Al-Ali Morakinyo Olaposi Koiki,0
564,Joseph Willock,4
565,Angel Gomes,2
566,Max Kilman,1
567,Samir Nasri,14
568,Harvey Barnes,43
569,Callum Slattery,4
570,Max Sanders,0
571,Rhys Healey,3
572,Sam Gallagher,4
573,Ryan Babel,75
574,Joe Tupper,0
575,Callum Roberts,0
576,Kazaiah Sterling,0
577,Chris Mepham,27
578,Gonzalo Higuaín,53
579,Denis Suárez,4
580,Carl Jenkinson,4
581,Dan Burn,0
582,Josh Benson,0
583,Peter Crouch,8
584,Leandro Bacuna,17
585,Lucas Perri,0
586,Karlan Grant,45
587,Miguel Almirón,28
588,Antonio Barreca,1
589,Youri Tielemans,63
590,Michy Batshuayi,48
591,Håvard Nordtveit,8
592,Lazar Markovic,1
593,Alfie Jones,0
594,Cameron John,0
595,Curtis Jones,0
596,Sam Surridge,2
597,Kyle Taylor,0
598,Joel Coleman,2
599,Demeaco Duhaney,1
600,James Garner,1
601,Philippe Sandler,0
602,Tahith Chong,2
603,Ben Johnson,2
604,Matthew Daly,2
605,Sam Woods,0
606,Aaron Rowe,2
607,Mason Greenwood,4
608,Harvey Elliott,2
609,George Marsh,0
610,Nathan Holland,0
611,Nnamdi Ofoborh,0
612,Vincent Janssen,3
613,Anthony Driscoll-Glennon,0
614,Mark Travers,9
615,Jayson Molumby,0
616,Matt Butcher,0
617,Addji Keaninkin Marc-Israel Guehi,0
618,Luke Dreher,1
619,Nikola Tavares,0
620,Luca De La Torre,0
621,Kelland Watts,0
622,Lewis Cass,0
