,full_name,total_points
310,Youssef Ramalho Chermiti,3
311,Martin Sherif,0
312,Bernd Leno,115
313,Steven Benda,0
314,Antonee Robinson,106
315,Joachim Andersen,51
316,Calvin Bassey,75
317,Timothy Castagne,46
318,Issa Diop,31
319,Jorge Cuenca Barreno,9
320,Kenny Tete,49
321,Samuel Amissah,0
322,Alex Iwobi,156
323,Emile Smith Rowe,114
324,Adama Traoré Diarra,95
325,Andreas Hoelgebaum Pereira,81
326,Ryan Sessegnon,57
327,Harry Wilson,78
328,Sander Berge,53
329,Tom Cairney,33
330,Saša Lukić,56
331,Martial Godo,2
332,Luke Harris,0
333,Josh King,10
334,Harrison Reed,10
335,Raúl Jiménez Rodríguez,147
336,Rodrigo Muniz Carvalho,86
337,Illan Meslier,0
338,Alex Cairns,0
339,Karl Darlow,0
340,Jayden Bogle,0
341,Pascal Struijk,0
342,Jaka Bijol,0
343,Sebastiaan Bornauw,0
344,Sam Byram,0
345,Gabriel Gudmundsson,0
346,Joe Rodon,0
347,Isaac Schmidt,0
348,Brenden Aaronson,0
349,Wilfried Gnonto,0
350,Jack Harrison,81
351,Daniel James,0
352,Ethan Ampadu,0
353,Sam Greenwood,0
354,Ilia Gruev,0
355,Largie Ramazani,0
356,Tanaka Ao,0
357,Charlie Crew,0
358,Joe Gelhardt,0
359,Darko Gyabi,0
360,Joël Piroe,0
361,Patrick Bamford,0
362,Mateo Joseph Fernández-Regatillo,0
363,Lukas Nmecha,0
364,Sean Longstaff,34
365,Anton Stach,0
366,Alisson Becker,112
367,Giorgi Mamardashvili,0
368,Ármin Pécsi,0
369,Freddie Woodman,0
370,Jeremie Frimpong,0
371,Milos Kerkez,134
372,Andrew Robertson,91
373,Virgil van Dijk,143
374,Ibrahima Konaté,106
375,Conor Bradley,41
376,Joe Gomez,14
377,Konstantinos Tsimikas,43
378,Amara Nallo,0
379,Rhys Williams,0
380,Calvin Ramsay,0
381,Mohamed Salah,344
382,Florian Wirtz,0
383,Luis Díaz Marulanda,183
384,Cody Gakpo,127
385,Federico Chiesa,7
386,Alexis Mac Allister,122
387,Dominik Szoboszlai,143
388,Curtis Jones,87
389,Harvey Elliott,33
390,Ryan Gravenberch,92
391,Ben Doak,0
392,Endo Wataru,21
393,Stefan Bajčetić Maquieira,0
394,James McConnell,0
395,Tyler Morton,0
396,Trey Nyoni,0
397,Darwin Núñez Ribeiro,66
398,Jayden Danns,1
399,Hugo Ekitiké,0
400,Ederson Santana de Moraes,111
401,Stefan Ortega Moreno,35
402,Marcus Bettinelli,0
403,Rayan Aït-Nouri,125
404,Joško Gvardiol,153
405,Manuel Akanji,61
406,Nathan Aké,25
407,Abdukodir Khusanov,14
408,Matheus Nunes,81
409,Rúben dos Santos Gato Alves Dias,90
410,John Stones,29
411,Rico Lewis,66
412,Nico O'Reilly,31
413,Vitor de Oliveira Nunes dos Reis,1
414,Omar Marmoush,73
415,Phil Foden,105
416,Sávio Moreira de Oliveira,106
417,Bernardo Mota Veiga de Carvalho e Silva,110
418,Rayan Cherki,0
419,Jérémy Doku,88
420,Jack Grealish,38
421,İlkay Gündoğan,97
422,Rodrigo 'Rodri' Hernandez Cascante,3
423,Mateo Kovačić,109
424,Nico González Iglesias,31
425,Oscar Bobb,3
426,Claudio Echeverri,1
427,James McAtee,31
428,Tijjani Reijnders,0
429,Sverre Nypan,0
430,Kalvin Phillips,27
431,Erling Haaland,181
432,Bryan Mbeumo,236
433,Altay Bayındır,8
434,André Onana,120
435,Elyh Harrison,0
436,Tom Heaton,0
437,Dermot Mee,0
438,Matthijs de Ligt,68
439,Lisandro Martínez,68
440,Noussair Mazraoui,88
441,Diego León Blanco,0
442,Diogo Dalot Teixeira,95
443,Patrick Dorgu,18
444,Harry Maguire,48
445,Luke Shaw,5
446,Leny Yoro,22
447,Harry Amass,4
448,Tyler Fredricson,2
449,Ayden Heaven,10
450,Tyrell Malacia,2
451,Bruno Borges Fernandes,174
452,Matheus Santos Carneiro da Cunha,178
453,Marcus Rashford,95
454,Amad Diallo,129
455,Alejandro Garnacho Ferreyra,106
456,Antony dos Santos,8
457,Mason Mount,25
458,Jadon Sancho,86
459,Carlos Henrique Casimiro,48
460,Kobbie Mainoo,42
461,Manuel Ugarte Ribeiro,49
462,Toby Collyer,6
463,Jayce Fitzgerald,0
464,Jack Fletcher,0
465,Sékou Koné,0
466,Jack Moorhouse,0
467,Rasmus Højlund,78
468,Joshua Zirkzee,64
469,Chido Obi,7
470,Ethan Wheatley,0
471,Nick Pope,102
472,Martin Dúbravka,44
473,Mark Gillespie,0
474,Odysseas Vlachodimos,0
475,Lewis Hall,102
476,Fabian Schär,118
477,Sven Botman,18
478,Dan Burn,115
479,Tino Livramento,105
480,Kieran Trippier,72
481,Emil Krafth,17
482,Jamaal Lascelles,0
483,Alex Murphy,0
484,Harrison Ashby,0
485,Miodrag Pivaš,0
486,Matt Targett,2
487,Anthony Gordon,124
488,Anthony Elanga,153
489,Harvey Barnes,130
490,Bruno Guimarães Rodriguez Moura,135
491,Jacob Murphy,159
492,Joelinton Cássio Apolinário de Lira,99
493,Sandro Tonali,106
494,Antoñito Cordero Campillo,0
495,Joe Willock,46
496,Isaac Hayden,0
497,Garang Kuol,0
498,Lewis Miley,21
499,Joe White,0
500,Alexander Isak,211
501,William Osula,19
502,Sean Neave,0
503,Matz Sels,150
504,Carlos Miguel dos Santos Pereira,0
505,Matt Turner,0
506,Nikola Milenković,145
507,Murillo Costa dos Santos,130
508,Ola Aina,128
509,Neco Williams,109
510,David Mota Veiga Teixeira do Carmo,0
511,Jair Paula da Cunha Filho,0
512,Felipe Rodrigues da Silva,36
513,Omar Richards,0
514,Zach Abbott,0
515,Willy Boly,6
516,Morgan Gibbs-White,154
517,Callum Hudson-Odoi,103
518,Elliot Anderson,107
519,João Pedro Ferreira da Silva,52
520,Nicolás Domínguez,54
521,Lewis O'Brien,0
522,Ibrahim Sangaré,20
523,Ryan Yates,67
524,Eric da Silva Moreira,2
525,Marko Stamenić,0
526,Chris Wood,200
527,Igor Jesus Maciel da Cruz,0
528,Taiwo Awoniyi,32
529,Anthony Patterson,0
530,Simon Moore,0
531,Blondy Nna Noukeu,0
532,Daniel Ballard,0
533,Trai Hume,0
534,Aji Alese,0
535,Joe Anderson,0
536,Dennis Cirkin,0
537,Leo Fuhr Hjelde,0
538,Niall Huggins,0
539,Zak Johnson,0
540,Luke O'Nien,0
541,Timothée Pembélé,0
542,Reinildo Mandava,0
543,Jenson Seelt,0
544,Simon Adingra,60
545,Habib Diarra,0
546,Patrick Roberts,0
547,Milan Aleksić,0
548,Enzo Le Fée,0
549,Romaine Mundle,0
550,Dan Neil,0
551,Ian Poveda-Ocampo,0
552,Chris Rigg,0
553,Noah Sadiki,0
554,Chemsdine Talbi,0
555,Abdoullah Ba,0
556,Alan Browne,0
557,Pierre Ekwah Elimby,0
558,Harrison Jones,0
559,Jay Matete,0
560,Nectarios Triantis,0
561,Wilson Isidor,0
562,Eliezer Mayenda Dossou,0
563,Ahmed Abdullahi,0
564,Luís Hemir Silva Semedo,0
565,Nazarii Rusyn,0
566,Guglielmo Vicario,66
567,Brandon Austin,1
568,Antonín Kinský,17
569,Pedro Porro Sauceda,98
570,Cristian Romero,49
571,Kevin Danso,16
572,Ben Davies,28
573,Radu Drăgușin,24
574,Djed Spence,51
575,Destiny Udogie,43
576,Micky van de Ven,32
577,Ashley Phillips,0
578,Takai Kōta,0
579,Luka Vušković,0
580,Son Heung-min,129
581,Brennan Johnson,137
582,James Maddison,133
583,Mohammed Kudus,106
584,Dejan Kulusevski,117
585,Mathys Tel,42
586,Rodrigo Bentancur,49
587,Lucas Bergvall,44
588,Yves Bissouma,50
589,Wilson Odobert,34
590,Manor Solomon,0
591,Bryan Gil Salvatierra,0
592,Archie Gray,45
593,Mikey Moore,19
594,Pape Matar Sarr,71
595,Yang Min-hyeok,0
596,Callum Olusesi,0
597,Dominic Solanke-Mitchell,108
598,Richarlison de Andrade,35
599,Will Lankshear,3
600,Dane Scarlett,6
601,Alphonse Areola,69
602,Wes Foderingham,0
603,Krisztián Hegyi,0
604,El Hadji Malick Diouf,0
605,Emerson Palmieri dos Santos,76
606,Maximilian Kilman,82
607,Konstantinos Mavropanos,45
608,Nayef Aguerd,0
609,Ollie Scarles,29
610,Jean-Clair Todibo,54
611,Aaron Wan-Bissaka,118
612,Kaelan Casey,1
613,Lucas Tolentino Coelho de Lima,80
614,Tomáš Souček,126
615,James Ward-Prowse,51
616,Crysencio Summerville,33
617,Edson Álvarez Velázquez,40
618,Maxwel Cornet,1
619,Guido Rodríguez,36
620,Luis Guilherme Lira dos Santos,12
621,George Earthy,0
622,Andy Irving,9
623,Lewis Orford,2
624,Freddie Potts,0
625,Jarrod Bowen,193
626,Niclas Füllkrug,42
627,Callum Marshall,0
628,Kyle Walker-Peters,0
629,Sam Johnstone,12
630,José Malheiro de Sá,93
631,Daniel Bentley,9
632,Tom King,1
633,Emmanuel Agbadou,45
634,Matt Doherty,75
635,Hugo Bueno López,0
636,Yerson Mosquera Valdelamar,3
637,Rodrigo Martins Gomes,42
638,Santiago Ignacio Bueno,52
639,Toti Gomes,79
640,Ki-Jana Hoever,0
641,Bastien Meupiyou Menadjou,0
642,Pedro Cardoso de Lima,2
643,Alfie Pond,1
644,Hwang Hee-chan,37
645,André Trindade da Costa Neto,61
646,Jean-Ricner Bellegarde,90
647,Fer López González,0
648,João Victor Gomes da Silva,87
649,Gonçalo Manuel Ganchinho Guedes,62
650,Marshall Munetsi,50
651,Boubacar Traoré,1
652,Tawanda Chirewa,0
653,Tom Edozie,0
654,Enso González Medina,0
655,Joe Hodge,0
656,Jørgen Strand Larsen,145
657,Fábio Soares Silva,0
658,Saša Kalajdžić,0
659,Leon Chiwome,0
660,Nathan Fraser,0
