,full_name,total_points
206,Ricardo Domingos Barbosa Pereira,35
207,Daniel Amartey,55
208,Timothy Castagne,75
209,Youri Tielemans,120
210,Ayoze Pérez,35
211,James Maddison,181
212,Kelechi Iheanacho,80
213,Hamza Choudhury,8
214,Harvey Barnes,137
215,Wilfred Ndidi,41
216,Çaglar Söyüncü,66
217,James Justin,29
218,Luke Thomas,50
219,Wesley Fofana,17
220,James Milner,38
221,Jordan Henderson,110
222,Adrián San Miguel del Castillo,0
223,Joel Matip,170
224,Thiago Alcántara do Nascimento,69
225,Xherdan Shaqiri,0
226,Alex Oxlade-Chamberlain,42
227,Roberto Firmino,62
228,Virgil van Dijk,183
229,Sadio Mané,183
230,Alisson Ramses Becker,176
231,Fabio Henrique Tavares,97
232,Mohamed Salah,265
233,Andrew Robertson,186
234,Divock Origi,22
235,Takumi Minamino,28
236,Trent Alexander-Arnold,208
237,Joseph Gomez,22
238,Naby Keita,65
239,Diogo Jota,175
240,Nathaniel Phillips,0
241,Caoimhin Kelleher,8
242,Ibrahima Konaté,33
243,Curtis Jones,40
244,Konstantinos Tsimikas,42
245,Neco Williams,4
246,Rhys Williams,0
247,Ben Davies,0
248,Kyle Walker,85
249,Ilkay Gündogan,124
250,Kevin De Bruyne,196
251,John Stones,70
252,Benjamin Mendy,3
253,Riyad Mahrez,135
254,Raheem Sterling,163
255,João Pedro Cavaco Cancelo,201
256,Ederson Santana de Moraes,155
257,Nathan Aké,54
258,Aymeric Laporte,160
259,Zack Steffen,7
260,Bernardo Mota Veiga de Carvalho e Silva,155
261,Rúben Santos Gato Alves Dias,141
262,Gabriel Fernando de Jesus,120
263,Oleksandr Zinchenko,59
264,Phil Foden,137
265,Rodrigo Hernandez,127
266,Jack Harrison,117
267,Ferran Torres,26
268,Edinson Cavani,34
269,David de Gea,132
270,Nemanja Matic,52
271,Paul Pogba,65
272,Harry Maguire,69
273,Frederico Rodrigues de Paula Santos,93
274,Luke Shaw,46
275,Jesse Lingard,29
276,Bruno Miguel Borges Fernandes,151
277,Anthony Martial,14
278,Alex Nicolao Telles,67
279,Dean Henderson,0
280,Marcus Rashford,63
281,Donny van de Beek,31
282,Axel Tuanzebe,14
283,Victor Lindelöf,66
284,Scott McTominay,68
285,Eric Bailly,2
286,Daniel James,91
287,Aaron Wan-Bissaka,41
288,Mason Greenwood,71
289,Brandon Williams,36
290,Jonjo Shelvey,63
291,Matt Ritchie,20
292,Ciaran Clark,14
293,Karl Darlow,20
294,Martin Dubravka,96
295,Callum Wilson,75
296,Jeff Hendrick,8
297,Ryan Fraser,78
298,Jamaal Lascelles,47
299,Dwight Gayle,7
300,Paul Dummett,7
301,Javier Manquillo,38
302,Emil Krafth,58
303,Jacob Murphy,62
304,Fabian Schär,88
305,Isaac Hayden,28
306,Allan Saint-Maximin,116
307,Miguel Almirón,59
308,Sean Longstaff,48
309,Joelinton Cássio Apolinário de Lira,83
310,Jamal Lewis,10
311,Matthew Longstaff,0
312,Michael McGovern,0
313,Tim Krul,90
314,Teemu Pukki,142
315,Marco Stiepermann,0
316,Lukas Rupp,23
317,Kenny McLean,69
318,Grant Hanley,71
319,Onel Hernández,0
320,Sam Byram,20
321,Jordan Hugill,0
322,Kieran Dowell,41
323,Christoph Zimmermann,0
324,Todd Cantwell,10
325,Max Aarons,55
326,Jacob Sørensen,9
327,Przemyslaw Placheta,18
328,Adam Idah,36
329,Josh Martin,0
330,Andrew Omobamidele,14
331,Theo Walcott,12
332,Fraser Forster,57
333,Alex McCarthy,55
334,Oriol Romeu Vidal,88
335,Nathan Redmond,79
336,Danny Ings,106
337,Jack Stephens,12
338,Stuart Armstrong,57
339,Jannik Vestergaard,11
340,James Ward-Prowse,159
341,Kyle Walker-Peters,82
342,Jan Bednarek,94
343,Daniel N’Lundulu,0
344,Che Adams,103
345,Nathan Tella,29
346,William Smallbone,5
347,Michael Obafemi,0
348,Ibrahima Diallo,44
349,Moussa Djenepo,13
350,Mohammed Salisu,58
351,Joe Hart,0
352,Hugo Lloris,158
353,Moussa Sissoko,85
354,Toby Alderweireld,0
355,Erik Lamela,0
356,Harry Kane,192
357,Serge Aurier,0
358,Heung-Min Son,258
359,Matt Doherty,67
360,Eric Dier,132
361,Lucas Rodrigues Moura da Silva,87
362,Bamidele Alli,35
363,Ben Davies,105
364,Pierre-Emile Højbjerg,109
365,Harry Winks,33
366,Davinson Sánchez,93
367,Ryan Sessegnon,56
368,Steven Bergwijn,55
369,Sergio Reguilón,104
370,Japhet Tanganga,29
371,Giovani Lo Celso,11
372,Oliver Skipp,34
373,Joe Rodon,3
374,Tanguy Ndombele,22
375,Ben Foster,81
376,Danny Rose,7
377,Dan Gosling,11
378,Craig Cathcart,50
379,Troy Deeney,2
380,Tom Cleverley,48
381,Francisco Femenía Far,53
382,Andre Gray,0
383,Christian Kabasele,21
384,Nathaniel Chalobah,0
385,Will Hughes,34
386,William Troost-Ekong,18
387,Stipe Perica,0
388,Daniel Bachmann,25
389,Adam Masina,25
390,Ken Sema,26
391,Philip Zinckernagel,0
392,Isaac Success Ajayi,0
393,Ayotomiwa Dele-Bashiru,0
394,Ashley Fletcher,3
395,Francisco Sierralta,5
396,Domingos Quina,0
397,Marc Navarro,0
398,Ismaila Sarr,81
399,Jeremy Ngakia,28
400,Ben Wilmot,0
401,Joseph Hungbo,0
402,Imrân Louza,31
403,João Pedro Junqueira de Jesus,60
404,Kwadwo Baah,0
405,Mark Noble,19
406,Darren Randolph,0
407,Lukasz Fabianski,136
408,Angelo Ogbonna,40
409,Winston Reid,0
410,Aaron Cresswell,115
411,Andriy Yarmolenko,25
412,Michail Antonio,140
413,Craig Dawson,90
414,Ryan Fredericks,7
415,Manuel Lanzini,92
416,Arthur Masuaku,29
417,Vladimir Coufal,70
418,Saïd Benrahma,138
419,Jarrod Bowen,206
420,Declan Rice,95
421,Tomas Soucek,114
422,Pablo Fornals,117
423,Issa Diop,30
424,Ben Johnson,48
425,João Filipe Iria Santos Moutinho,96
426,Rui Pedro dos Santos Patrício,0
427,Willy Boly,17
428,Conor Coady,138
429,Raúl Jiménez,101
430,Romain Saïss,109
431,Fernando Marçal,67
432,Jonathan Castro Otto,38
433,Leander Dendoncker,76
434,Adama Traoré,44
435,Rúben Diogo da Silva Neves,95
436,Nélson Cabral Semedo,94
437,Daniel Castelo Podence,70
438,Max Kilman,106
439,Morgan Gibbs-White,1
440,Pedro Lomba Neto,22
441,Owen Otasowie,0
442,Ki-Jana Hoever,14
443,Andreas Söndergaard,0
444,Fabio Silva,30
445,Yerson Mosquera Valdelamar,0
446,Danny Welbeck,89
447,Angus Gunn,31
448,Milot Rashica,70
449,Emmanuel Dennis,134
450,Nathan Collins,55
451,John Ruddy,3
452,Fernando Luiz Rosa,45
453,Matthew Pollock,0
454,Patson Daka,70
455,Ben Gibson,53
456,Dimitris Giannoulis,39
457,Boubakary Soumaré,36
458,Juan Mata,10
459,Romain Perraud,38
460,Francisco Machado Mota de Castro Trincão,66
461,Enock Mwepu,58
462,Héctor Junior Firpo Adames,22
463,Michael Olise,73
464,Federico Fernández,11
465,Nuno Varela Tavares,49
466,Oghenekaro Peter Etebo,10
467,Joshua King,87
468,Adedapo Awokoya-Mebude,0
469,Rayan Ait Nouri,87
470,Pierre Lees-Melou,70
471,Juan Camilo Hernández Suárez,62
472,Ryan Bertrand,4
473,Joel Ward,73
474,José Malheiro de Sá,146
475,Kjell Scherpen,0
476,Marc Guéhi,123
477,Albert Sambi Lokonga,32
478,Frank Onyeka,35
479,Wayne Hennessey,4
480,Asmir Begovi?,13
481,Andros Townsend,66
482,Kristoffer Ajer,81
483,Demarai Gray,106
484,Jadon Sancho,91
485,Pierluigi Gollini,0
486,Bryan Gil Salvatierra,9
487,Joachim Andersen,124
488,Alphonse Areola,2
489,Kristoffer Klaesson,2
490,Tino Livramento,80
491,Leon Bailey,37
492,Nathaniel Clyne,59
493,Cristian Romero,63
494,Juraj Kucka,54
495,Aaron Ramsey,0
496,Jaden Philogene-Bidace,1
497,Dominic Thompson,3
498,Shandon Baptiste,35
499,Florin Andone,0
500,Malang Sarr,30
501,Jonjoe Kenny,21
502,Anthony Gordon,100
503,Jean-Philippe Gbamin,3
504,Kiernan Dewsbury-Hall,70
505,Harvey Elliott,12
506,Cole Palmer,9
507,Samuel Edozie,0
508,Tom Heaton,0
509,José Diogo Dalot Teixeira,54
510,Andreas Pereira,0
511,Anthony Elanga,59
512,Freddie Woodman,9
513,Mark Gillespie,0
514,Bali Mumba,0
515,Joshua Sargent,60
516,Mohamed Elyounoussi,90
517,Armando Broja,92
518,Shane Long,19
519,Dane Scarlett,1
520,Frederik Alves,0
521,Conor Coventry,0
522,Patrick Cutrone,0
523,Yoane Wissa,92
524,Adam Armstrong,57
525,Carney Chukwuemeka,16
526,Trevoh Chalobah,99
527,Christos Tzolis,16
528,Romelu Lukaku,87
529,Folarin Balogun,2
530,Reiss Nelson,1
531,Karl Hein,0
532,Lewis Richardson,0
533,Bobby Thomas,0
534,Andi Zeqiri,0
535,Michal Karbownik,0
536,Taylor Richards,2
537,Moisés Caicedo,27
538,Emerson Palmieri dos Santos,1
539,Reece Hannam,0
540,Jesurun Rak-Sakyi,4
541,Robert Street,0
542,Scott Banks,0
543,Jarrad Branthwaite,7
544,Nathan Broadhead,0
545,Yan Valery,9
546,Luke Cundle,7
547,Chem Campbell,1
548,Christian Marques,0
549,Sam Greenwood,15
550,Crysencio Summerville,6
551,Adam Forshaw,38
552,Ben Woodburn,0
553,Jamal Baptiste,0
554,Raphaël Varane,75
555,Álvaro Fernández,31
556,Ozan Tufan,10
557,Martin Ødegaard,131
558,Aaron Ramsdale,135
559,Haydon Roberts,0
560,Remi Matthews,0
561,Cody Drameh,0
562,Charlie Cresswell,4
563,Moise Kean,1
564,Owen Dodgson,0
565,Tommy Doyle,0
566,Lyanco Evangelista Silveira Neves Vojnovic,19
567,Cameron Archer,3
568,Finley Stevens,1
569,Niels Nkounkou,0
570,Andy Lonergan,0
571,Arthur Okonkwo,0
572,Eldin Jakupovic,0
573,Robert Elliot,0
574,Aaron Lennon,60
575,Liam McCarron,1
576,Joe Gelhardt,43
577,Maxwel Cornet,104
578,Cristiano Ronaldo dos Santos Aveiro,159
579,Ozan Kabak,18
580,Mathias Normann,52
581,Nikola Vlasic,30
582,Hee-Chan Hwang,81
583,Marc Cucurella,126
584,Connor Roberts,69
585,Odsonne Edouard,87
586,Ademola Lookman,76
587,Emerson Aparecido Leite de Souza Junior,102
588,Alex Kral,1
589,Takehiro Tomiyasu,75
590,Salomón Rondón,30
591,Saúl Ñíguez,16
592,Scott Carson,0
593,Mathias Jorgensen,18
594,Jürgen Locadia,1
595,Viljami Sinisalo,0
596,Dilan Markanday,0
597,Tobi Omole,0
598,Joe White,0
599,Nohan Kenneh,-1
600,Stuart McKinstry,1
601,Ellis Simms,2
602,Luke Mbete,0
603,Joshua Wilson-Esbrand,0
604,Romeo Lavia,0
605,Marcus Bettinelli,0
606,Lewis Dobbin,2
607,Leo Fuhr Hjelde,2
608,Elliot Anderson,0
609,Lamare Bogarde,0
610,Louie Moulden,0
611,Jeremy Sarmiento,5
612,Charlie Whitaker,0
613,Paris Maghoma,0
614,Cieran Slicker,0
615,Harry Tyrer,0
616,Harrison Ashby,1
617,Nicolas Nkoulou,5
618,Matthew Cox,0
619,Tyler Morton,1
620,James Storer,0
621,Cenk Tosun,1
622,Reece Welch,0
623,Lewis Bate,3
624,Kaide Gordon,1
625,Conor Bradley,0
626,Owen Beck,0
627,Maxwell Haygarth,0
628,James McAtee,2
629,Tyler Onyango,3
630,Jack Jenkins,0
631,Phil Jones,4
632,James Morris,0
633,Sonny Perkins,1
634,Hugo Bueno,0
635,Amad Diallo,0
636,Harry Lewis,0
637,Tim Iroegbunam,4
638,Vontae Daley-Campbell,0
639,Nathan Young-Coombes,1
640,Willy Caballero,2
641,Vincent Angelini,0
642,Jonathan Tomkinson,0
643,Ajibola Alese,0
644,Ben Nelson,0
645,Lewis Brunt,1
646,Kasey McAteer,1
647,Jonathan Rowe,16
648,Thomas Dickson-Peters,0
649,Filip Marschall,0
650,Conrad Egan-Riley,1
651,Armstrong Oko-Flex,0
652,Ed Turns,0
653,Marc Leonard,0
654,Evan Ferguson,1
655,Marcelo de Araújo Pitaluga Filho,0
656,Kris Moore,0
657,Archie Gray,0
658,Brandon Austin,0
659,Jarell Quansah,0
660,Bruno André Cavaco Jordão,0
661,Myles Peart-Harris,0
662,Kayky da Silva Chagas,1
663,Charlie Patino,0
664,Dynel Simeu,0
665,Jon McCracken,0
666,Thierry Small,0
667,Harvey White,0
668,Kamil Conteh,0
669,Josh Feeney,0
670,Lewis Hall,0
671,Harvey Vale,0
672,Jonas Lössl,2
673,Nathan Patterson,0
674,Vitalii Mykolenko,42
675,Hassane Kamara,38
676,Samir Caetano de Souza Santos,36
677,Kieran Trippier,28
678,Edo Kayembe,24
679,Kgaogelo Chauke,0
680,Philippe Coutinho Correia,83
681,Pierre Ekwah,0
682,Liam Gibbs,0
683,Kaine Hayden,0
684,Toti António Gomes,6
685,Dion Sanderson,0
686,Ryan Giles,0
687,Thomas McGill,0
688,Francisco Jorge Tomás Oliveira,20
689,Robert Kenedy Nunes do Nascimento,4
690,Robin Olsen,1
691,Omari Hutchinson,0
692,Salah-Eddine Oulad M’hand,0
693,Mika Biereth,0
694,Ryan Alebiosu,0
695,Luis Díaz,64
696,Bruno Guimarães Rodriguez Moura,67
697,Samuel Kalu,7
698,Christian Eriksen,43
699,Wout Weghorst,55
700,Dejan Kulusevski,99
701,Rodrigo Bentancur,52
702,Benjamin Chrisene,0
703,Liam Delap,1
704,Zach Awe,0
705,Hannibal Mejbri,1
706,Lucas De Bolle,0
707,Sam Waller,0
708,Tayo Adaramola,0
709,Daniel Chesters,1
710,Zak Swanson,0
711,Odeluga Offiah,0
712,Tommi O’Reilly,0
713,Alfie Devine,0
714,Abu Kamara,0
715,Tony Springett,3
716,Jamie Bowden,0
717,Isaac Price,1
718,Mazeed Ogungbo,0
719,Marcelo Flores,0
720,Miguel Azeez,0
721,Julian Jeanvier,0
722,Alejandro Garnacho Ferreyra,2
723,Marcel Lavinier,0
724,Shaqai Forde,0
725,Dara Costelloe,0
726,Shola Shoretire,1
727,Álvaro Fernández,0
728,Matthew Craig,0
729,Alex Kirk,0
730,Tyler Dibling,0
731,Tiago Çukur,0
732,Adrian Blake,0
733,Jack Grieves,0
734,Joseph McGlynn,0
735,Anthony Mancini,0
736,Charlie Savage,0
